Title,Link,Views,Likes,Comments,Channel Title,Description,Tags,Published
"Та самая Крыса на Даст 2 #counterstrike #cs2 #csgo #ксго","https://youtube.com/shorts/wYk1YjkU9UA",267443,6186,95,"FREAK PEEK","","",2025-05-17 03:06
"Александр «NIX» Левин и Counter-Strike2","https://youtube.com/shorts/Mhm0sQF4VNs",309059,903,20,"Nix","• Стримы: https://www.twitch.tv/nix • Группа в ВК: https://vk.com/nixjke • Телеграм: https://t.me/nixtalk • Дискорд канал: https://discord.com/invite/nix  По вопросам рекламы:  https://t.me/White_Luneth  Спасибо за просмотр!   #nixdota #никс #nixjke","Nix, Nix нарезка, Nix видео, Nix Hilights, Nix рофлы, Nix смотрит, Nix комментирует, лучшие моменты, нарезка, дота 2, dota 2, дота, Dota, Александр Левин, Nix стрим, Nix Steam, 7.33d",2025-04-12 05:44
"Тот самый Фейл на Даст 2 #counterstrike #cs2 #csgo #ксго","https://youtube.com/shorts/KnrEZyks4m0",273859,5732,61,"FREAK PEEK","","",2025-05-28 01:05
"Crazy comeback by mongolz vs g2 #cs #cs2 #comeback #g2 #mongols #counterstrike #counterstrike2 #csgo","https://youtube.com/shorts/GUsFjM7Qt14",182170,7156,81,"Csclippa","","",2025-03-10 19:40
"Даст 2 Раньше Был Лучше #counterstrike #cs2 #csgo #ксго","https://youtube.com/shorts/75WoqrUWryA",226962,4546,77,"FREAK PEEK","","",2025-05-30 02:04
"is this new cs2 monitor CHEATING?!","https://youtube.com/shorts/yZ8s31wNVAg",229472,4068,184,"CAZE GAMING","#shorts #counterstrike #cs2","counter strike",2025-05-30 15:39
"How did he know? #cs2 #counterstrike #csgo #m0nesy #niko #g2 #falcons #monesy","https://youtube.com/shorts/GE7DRa8Yw8Y",192891,4038,45,"Vital CSGO","","cs2, counter strike, csgo, cs2 rewind, vitality, faze, ropz, zywoo, karrigan, niko, cs2 major, katowice, cologne, vlog, voice comms, pov, tips, nades, knife, skins, s1mple, fragmovie, highlights, meme, settings, cs2 live, full match, case opening, donk, monesy, cs2 update, cs2 fps boost, g2, premier, blast bounty, vac plays, pro cs, blast premier, 2025, 2024, clips, shorts, m0nesy, g2 story, m0nesy niko story, falcons, interview, kyosuke, 1v1, NiKo vs m0NESY, major, austin major, vitalcs2, funny, final, playoffs",2025-04-21 22:00
"I'm Getting HARRASSED In Counter-Strike 2! 🤢 #cs2 #counterstrike #vtuber","https://youtube.com/shorts/7bwslIMWS4Y",148549,11971,147,"deme","I'm Getting HARRASSED In Counter-Strike 2! 🤢 #cs2 #counterstrike #vtuber    Follow me on all my socials:  • Twitch: https://twitch.tv/deme • Ko-Fi ( ❤  Support): https://ko-fi.com/demenishki/tiers  • Twitter: https://twitter.com/demenishki • Instagram: https://instagram.com/demenishki  • Edited by: https://kitafps.carrd.co  Subscribe and turn on post notifications to be up to date on all my uploads!  Demenishki AKA Deme is a Filipino VTuber from the Philippines who regularly streams on Twitch! Deme of the Week is a series of weekly highlights from Deme's Twitch stream! She often plays games with her friends Zoil, Rainhoe, Kenji, and much more!  #deme #vtuber #demenishki","Deme, Demenishki, Deme VTuber, Nishki VTuber, Demenishki VTuber, Deme Tiktok, Deme Shorts, Deme Videos, VTuber Fails, VTuber Clips, Female VTuber, Woman VTuber, Deme YT, Deme Twitch, Deme YouTube, Deme Face Reveal, Demenishki Face Reveal, VTuber Shorts, VTuber Tiktok, VTuber Twitch, Dementia Gaming, Demenishki 3D Model, Demenishki Flash, Demenishki VOD, Demenishki Reacts, Demenishki Valorant, Demenishki IRL, Demenishki Debut, Deme 3D Model",2025-03-29 03:37
"The Counter-Strike Trash Talk Epidemic #counterstrike #esports","https://youtube.com/shorts/THBiz89w2ts",132454,7839,173,"PHY CS2","apEX is absolute the king of trash talking man, half these clips are him...","counterstrike, esl pro league, cs2, counterstrike 2, csgo, apex, apex vitality, apex trash talk, cs trash talk, counterstrike trash talk",2025-03-12 00:15
"this cs2 skin is STILL being PRICE MANIPULATED","https://youtube.com/shorts/gWHuzjgRpqI",115627,3091,87,"CAZE GAMING","#shorts #counterstrike #cs2","counter strike",2025-05-28 10:57
"Трейн Был Лучше - Часть 2 #csgo #counterstrike #cs2 #ксго","https://youtube.com/shorts/1yt030PNys0",139378,3048,77,"FREAK PEEK","","",2025-05-26 23:31
"El Rubius abre más de 40 cajas de Counter Strike 2 😳","https://youtube.com/shorts/KncKVuEB8DE",142454,2949,38,"Kevinweenplay","","",2025-04-11 03:16
"i like the way you kiss me 💋 (CS2 MONTAGE)","https://youtube.com/shorts/4XMcOYB2I54",62758,4272,207,"jatupto","cheap edit   Discord server :  https://discord.gg/NuGuR8eSRm Instagram:  https://www.instagram.com/_jatupto/   Edited: Premiere pro and After effect  sens: 0.56  DPI:800 resolution:1280x960 cross: CSGO-KAR7h-czxp9-OaHmQ-ncezy-sm74E  #cs2 #montage #anime #csgo #s1mple #niko","cs2, short, music, montage, s1mple, cs:go",2025-04-01 03:22
"😱НИКС ПРОТИВ ЕВЕЛОНА | Counter-Strike 2","https://youtube.com/shorts/7V9HCx7kfm0",89628,753,15,"Nix","• Стримы: https://www.twitch.tv/nix • Группа в ВК: https://vk.com/nixjke • Телеграм: https://t.me/nixtalk • Дискорд канал: https://discord.com/invite/nix  По вопросам рекламы:  https://t.me/White_Luneth  Спасибо за просмотр!   #nixdota #никс #nixjke","Nix, Nix нарезка, Nix видео, Nix Hilights, Nix рофлы, Nix смотрит, Nix комментирует, лучшие моменты, нарезка, дота 2, dota 2, дота, Dota, Александр Левин, Nix стрим, Nix Steam, 7.33d",2025-05-05 00:17
"S1MPLE’S CURRENT CS2 VIDEO SETTINGS","https://youtube.com/shorts/qscHhnm--qQ",85381,2364,46,"CAZE GAMING","#shorts #counterstrike #cs2","counter strike",2025-05-29 16:26
"NIKO RUSH B SMOKE ON DUST 2 #shorts #cs2","https://youtube.com/shorts/4uvaamFNYQA",91736,1889,14,"Gold Cs Nades","CS2 Pro Tips and Tricks ! NEW One Way Smokes, Boosts, Nades and Utility are Featured in the video.    3 Videos per day, every day! Enjoy and good game! :)  🔴 SUBSCRIBE TO GoldCSNades: https://www.youtube.com/@goldcsnades?sub_confirmation=1 for CSGO and CS2 Content   💛 Join my Discord Channel: https://discord.gg/mgaS3HU7Bx   ► GoldCSNades Socials ◄ ------------------------------------------------------------- 🐤 Twitter: https://twitter.com/goldcsnades 🎓 TikTok: https://www.tiktok.com/@goldcsnades 📷 Instagram: http://instagram.com/goldcsnades ------------------------------------------------------------- Business Inquiries: contact.goldcsnades@gmail.com  TAGS: counterstrike2. counter strike 2, cs2, cs 2, counterstrike, counter strike, cs2 tricks, cs2 tips, cs2 smokes, cs2 molly, cs2 utility, cs2 guide. counter strike 2 smokes, cs2 utility guide, dust2, de_dust2, cs2 dust2, dust2 tricks, dust2 tips, dust2 smokes, dust2 nades, cs2 dust 2, dust 2 smokes  #CS2 #Counterstrike #counterstrike2","counterstrike, counter strike, nadeking tricks, goldcsnades, nartouthere, cs2, counter strike 2, cs2 tricks, cs2 tips, cs2 smokes, cs2 nades, counter strike tips, gold cs nades, smokes cs2",2025-05-27 20:00
"Ranking The Best Funny Moment in CS2 #csgo #cs2 #fps #shorts","https://youtube.com/shorts/0tkEYLYeHdI",88848,2053,17,"PaulBeast's","Ranking The Best Funny Moment in CS2 #csgo #cs2 #fps #shortsindia Support this Channel.#repo","CS, counter strike 2",2025-04-19 19:00
"VITALITY SHORT SMOKE BOOST ON DUST 2 #shorts #cs2","https://youtube.com/shorts/fEbmu4Qkrzw",73935,1574,16,"Gold Cs Nades","CS2 Pro Tips and Tricks ! NEW One Way Smokes, Boosts, Nades and Utility are Featured in the video.    3 Videos per day, every day! Enjoy and good game! :)  🔴 SUBSCRIBE TO GoldCSNades: https://www.youtube.com/@goldcsnades?sub_confirmation=1 for CSGO and CS2 Content   💛 Join my Discord Channel: https://discord.gg/mgaS3HU7Bx   ► GoldCSNades Socials ◄ ------------------------------------------------------------- 🐤 Twitter: https://twitter.com/goldcsnades 🎓 TikTok: https://www.tiktok.com/@goldcsnades 📷 Instagram: http://instagram.com/goldcsnades ------------------------------------------------------------- Business Inquiries: contact.goldcsnades@gmail.com  TAGS: counterstrike2. counter strike 2, cs2, cs 2, counterstrike, counter strike, cs2 tricks, cs2 tips, cs2 smokes, cs2 molly, cs2 utility, cs2 guide. counter strike 2 smokes, cs2 utility guide, dust2, de_dust2, cs2 dust2, dust2 tricks, dust2 tips, dust2 smokes, dust2 nades, cs2 dust 2, dust 2 smokes  #CS2 #Counterstrike #counterstrike2","counterstrike, counter strike, nadeking tricks, goldcsnades, nartouthere, cs2, counter strike 2, cs2 tricks, cs2 tips, cs2 smokes, cs2 nades, counter strike tips, gold cs nades, smokes cs2",2025-05-29 12:00
