Title,Link,Views,Likes,Comments,Channel Title,Description,Tags,Published
"Call of Duty®: Mobile x Lycoris Recoil Teaser","https://youtube.com/shorts/oAsAwSU33_4",1375289,2927,121,"Garena Call of Duty Mobile","🌀 Call of Duty®: Mobile x Lycoris Recoil  Coming soon.  #GarenaCallOfDutyMobile #GarenaCODM #CODMPathOfHero #CODMxLycorisRecoil","",2025-03-16 13:00
"If Call of Duty was in Real Life.. What next? #shorts #callofduty #captainprice #codmw2 #cod","https://youtube.com/shorts/PpfuMR0ZJns",2510914,57398,833,"Realiscend","","",2025-04-05 03:58
"Call of Duty BUT in the Past😂 #callofduty","https://youtube.com/shorts/VHQ58C2d6oc",2105101,27162,29,"puppyoo🫧","","",2025-05-20 11:02
"Sniper Nick Irving Reveals How Real Call of Duty Actually Is","https://youtube.com/shorts/sHbhONhpw7E",1977345,55949,744,"M4ilitary","","",2025-04-17 08:54
"His highest used app is Call of duty? 🫢","https://youtube.com/shorts/_mPC1klLXFE",2079647,44308,238,"Ms Qiwiie","","",2025-05-27 18:30
"Call of Duty in the Future… #callofduty #gaming","https://youtube.com/shorts/uABmNT0xA_w",1835526,17148,47,"Magic4Eyes","","",2025-04-11 09:01
"STIMS NERFED AGAIN in Warzone Season 3 Reloaded 🤯","https://youtube.com/shorts/HUHQBn1rtVI",2137879,29055,507,"Lucky Chamu","Lucky Chamu shows the new stimshot nerf that came in the warzone season 3 reloaded update  LuckyOnes Merch: https://www.luckyones.la/password Join the discord: https://discord.gg/qythYdJZ  Lucky Chamu is Family Friendly Fun content for Call of Duty Warzone & Modern Warfare. #rebirth #warzone #callofduty","luckychamu, lucky chamu, lucky warzone, call of duty warzone, warzone, call of duty warzone meta, warzone meta, warzone meta loadout, warzone update, call of duty, cod, best loadout, warzone best loadout, how to get meta loadout, how to warzone, new warzone meta, warzone rebirth island, rebirth island, rebirth island meta loadout, rebirth island meta, rebirth island loadout, new warzone, warzone season 3, warzone stim, warzone tips, rebirth meta, lucky chamu controller",2025-05-02 03:22
"The Next Call of Duty’s Controversial Decision..","https://youtube.com/shorts/A3i0NN1vX-I",1576874,74844,3382,"Tdawgsmitty","What type of campaign do you like in #callofduty","Call of duty, Black ops 7",2025-04-29 03:13
"4 reasons Call of Duty is dying.. #callofduty #cod #blackops","https://youtube.com/shorts/rF8cvkZTxTI",1234373,65815,3473,"terrible panda","","",2025-03-11 10:30
"Why You NEVER Trust Anyone in Warzone...","https://youtube.com/shorts/OayjpslI5nQ",1654859,39987,351,"CPreds","Ladies and gentlemen, bots and sweats: Welcome back to the channel! CPreds is ""Rebirth Teacher"" and the Call of Duty content lead for Xen Gaming. He posts daily shorts & videos about loadouts, challenges, and gameplay on Rebirth Island & Call of Duty Warzone.  🔔 SUBSCRIBE and turn on notifications or your K/D will drop: https://www.youtube.com/c/CPreds?sub_...  🚨 Become a member for special videos, livestreams, and perks: https://www.youtube.com/channel/UC2YZufLWjv0usWZMzAkLVAA/join  👔 Grab your NEW CPREDS MERCH HERE! including a XenGGs Jersey Drop! https://xengaming.co/merch  ⭐ Connect with CPreds on all his socials! Main YT Channel: http://youtube.com/CPreds Second YT Channel: http://youtube.com/CPreds2 Discord: https://discord.gg/FnUVbA6G7V Twitter: http://twitter.com/CPreds_ Instagram: http://instagram.com/CPreds_YT TikTok: http://tiktok.com/CPreds_ Twitch: http://twitch.tv/CPreds Facebook Gaming: http://facebook.com/cpreds  🎮 SAVE on products and support CPreds' channel: SCUF GAMING: scufgaming.sjv.io/6yWm6Q GGs: https://ggs.ai/player/CPreds EXITLAG: https://www.exitlag.com/aff.php?aff=10120916  📧 For business inquiries, sponsorships, and ad integrations on CPreds channel, contact team CPreds here: CPreds@CarterPulse.com  ---  #warzone #cpreds #rebirthisland #CoD #callofduty #gaming #warzone3 #codwarzone #resurgence #resurgencewarzone #cpredsshorts  TAGS: call of duty,rebirth island cod warzone,warzone rebirth island,rebirth island,call of duty rebirth island,warzone rebirth island gameplay,rebirth warzone,rebirth,cod,CPreds,cpreds warzone,cpreds cod warzone,cpreds shorts,rebirth island warzone 3,warzone 3 rebirth island,rebirth island gameplay,rebirth island loadout,CPreds call of duty,rebirth island warzone,rebirth warzone videos,rebirth meta loadouts,rebirth island meta loadouts,rebirth island CPreds  family friendly content","call of duty, rebirth island cod warzone, warzone rebirth island, rebirth island, call of duty rebirth island, warzone rebirth island gameplay, rebirth warzone, rebirth, cod, CPreds, cpreds warzone, cpreds cod warzone, cpreds shorts, rebirth island warzone 3, warzone 3 rebirth island, rebirth island gameplay, rebirth island loadout, CPreds call of duty, rebirth island warzone, rebirth warzone videos, rebirth meta loadouts, rebirth island meta loadouts, rebirth island CPreds",2025-05-08 21:00
"⬆️The BEST Controller Settings for Movement & Sensitivity on Warzone⬆️👑😍 (XBOX/PS5/PC)","https://youtube.com/shorts/nmpPETd2IQY",1357328,28901,200,"chqser","⬆️The BEST Controller Settings for Movement & Sensitivity on Warzone⬆️👑😍 (XBOX/PS5/PC)  All My Socials ⬇️ https://linktr.ee/chqser  #warzone #callofduty #rebirthisland #movement #warzonegameplay #cod #gaming #rebirth #settings   ❤️👍 Don’t forget to Like & Subscribe with Notifications ON for more of Chqser's Best Movement Tips in Warzone & Black Ops 6, Class Setups, Controller Settings, and Movement Tutorials!  Related Goats (Check them out):  Shoa, parallel tonyhawk, Strahfe BearPig, BabyDillster, Futives, Faze Booya, LuckyChamu, Exoghost, StephGlizzy, Movemental, Handler, Swagg, SeeK, Strahfe, Marathon, Klubo, Kxpture, Tctekk, exzachtt, Nahv, MuTeX, Aydan, JoeWo, Faze Nio, Biffle, DiazBiffle, Galex, Metaphor, bunze, LuckyChamu, Huskerrs, Zurly, Dieow, itsdiverse, JKucci, Zyro, Ksubii, Xclusive, Rushhh, chqser and many more.  Call of Duty: Warzone is a free-to-play battle royale video game released on March 10, 2020, for PlayStation 4, Xbox One, and Microsoft Windows PlayStation 5 and Xbox Series X/S. The game is a part of 2019's Call of Duty: Modern Warfare and is connected to 2020's Call of Duty: Black Ops: Cold War and 2021's Call of Duty: Vanguard  Tags: Warzone, Warzone 2, Warzone 3, Modern Warfare, Modern Warfare II, Modern Warfare III, MW, MW2 MW3, Call of Duty, Rebirth Island, Rebirth Resurgence, Rebirth, Resurgence, Fortunes Keep, Urzikstan, Vondel, Ashika Island, Warzone Ranked, Ranked Play, Search and Destroy, SND, CDL, Best Warzone Controller Settings, Best Warzone Graphic Settings, Best Warzone Audio Settings, Best Warzone Settings, Best Warzone Movement Settings, Best Warzone Controller Settings for Movement & Aim, Claw Movement, Controller Movement, YY Movement, YY, Movement, Warzone Movement, MW3 Movement, Slide Cancel, B-hop, Warzone Movement Guide, Warzone Gameplay, Warzone Settings, High Sensitivity, Low Sensitivity, Best Nvidia Filters, Movement King, The Real Movement King, chqser Warzone, chqser Movement, chqser, chaser, Warzone Loadout, Best Warzone Loadout, Best Warzone Class Setup, Best MW3 Class Setups, Best Warzone Class Setups For Movement & Aim, Best Warzone Movement Class Setups, Cheat, Hack, Aimbot, Wall hacks, Warzone Movement, Smooth Warzone Movement, Modern Warfare SND, Resurgence, Movement SMG, Ranked Warzone, Max Sensitivity Movement, Max Sensitivity Controller Settings, Low Sensitivity Movement, Smooth Movement, Low Sensitivity Controller Settings, Smooth Movement Controller Settings, Dynamic Aim Curve, Cheating, DS4 Windows, Controller Aim, Aim Assist, Scale Aim Assist With FOV,  240 hz, 120 FOV, Youtuber, Rebirth Settings, COD, Best Warzone Filters, DS4 Settings, Killing Twitch Streamers With Movement on Warzone","what are the best warzone settings, how to get the best settings for controller, best settings for warzone pc controller, best settings for cod warzone mobile, best cod movement settings xbox, warzone demon movement gameplay, cod movement gameplay, ff high movement gameplay, warzone best controller settings ps5, best controller aim settings for warzone, warzone settings, best movement settings warzone, call of duty, chqser, warzone, call of duty sensitivity settings, codsensitivity",2025-03-25 04:01
"Seth Rogen's Finisher in CALL OF DUTY (All Versions)","https://youtube.com/shorts/mq7v_NFjSL8",1613910,41490,530,"LegoUnlocked","Seth Rogen's Finisher in CALL OF DUTY (All Versions)","Seth Rogen call of duty, Seth Rogen finishing move, Seth Rogen black ops 6, Seth Rogen warzone, Seth Rogen call of duty finisher, Seth Rogen finishing move warzone, seth rogen call of duty bundle, how to get seth rogen in call of duty, Seth Rogen",2025-05-06 12:24
"Mamá Gamer y Abuelo juegan ESA Misión de Call of Duty 😵","https://youtube.com/shorts/zyEynoGv16Q",849773,52191,268,"Un Poco de Píxeles","¡No te pierdas este divertido video donde la mamá gamer del Culicagado y su abuelo juegan la ESA misión de Call of Duty! ¡Prepárate para reír !   #shorts #shorts","",2025-03-08 03:00
"He Looked Back One Last Time—Then Accepted His Fate 😞 #shorts #gaming","https://youtube.com/shorts/VUiEoAxpLzE",1694132,30399,296,"GGxwow","This Clip is Taken From Call of duty Blackops Cold War Zombie Mod Gameplay.  #shorts #gaming #games #gameplay #callofduty #funny #wolfenstein #daysgone","",2025-05-26 02:34
"Call of duty mobile funny moments #shorts #codm #cod #callofduty #codmmemes #memescodm #funny #memes","https://youtube.com/shorts/KZtB--aPMK4",1556185,29439,366,"BILLA","","",2025-04-12 15:59
"When you've been playing Waay to Much Call of Duty 🤣🤣 #callofduty #warzone #verdansk #gaming #cod","https://youtube.com/shorts/-9eruAHuQLQ",1318422,26905,1212,"Crossbow Mike","","",2025-05-06 13:08
"The NEW Call of Duty Sounds Good…?","https://youtube.com/shorts/UhtH2MJSgyM",1117618,38913,2415,"Tdawgsmitty","The new call of duty actually looks good? #callofduty #blackops","",2025-04-17 01:08
"DETAILS that CALL OF DUTY NO LONGER CARES ABOUT...📉","https://youtube.com/shorts/vx8zcqzqk9I",1331080,34662,465,"Slick Zombies No Commentary","#callofduty #cod #blackops2 #shorts","black ops zombies gameplay no commentary, black ops zombies gameplay no commentary pc, black ops zombies gameplay no commentary playstation, black ops zombies gameplay no commentary xbox, black ops zombies gameplay no talking, call of duty cold war zombies gameplay, call of duty cold war zombies gameplay pc, cold war zombies gameplay no commentary, black ops 3 zombies gameplay, black ops 3 zombies gameplay no commentary, black ops 2 zombies gameplay, mob of the dead gameplay",2025-05-08 08:01
"Joe Rogan Mindblown By Call Of Duty","https://youtube.com/shorts/V8xNVKHdSC4",1256844,36044,253,"Mills","","",2025-04-26 01:03
"a normal day in Call of Duty mobile #callofdutymobile #codm #codmobile #codmbr","https://youtube.com/shorts/-xb4q5h3zJ8",1344268,36888,386,"COD ZACK YT","","",2025-05-06 19:18
"PRO vs CONSOLE LOADOUTS on Rebirth","https://youtube.com/shorts/5hg1kH8MM2o",791034,36984,252,"Atlanta FaZe","Today we break down the 3 Rules to Mastering SMG Loadouts in Warzone!","warzone, warzone best loadout, warzone top 10 loadouts, warzone meta loadout, top 10 loadouts warzone, warzone best loadouts, warzone meta loadouts, warzone best weapons, warzone meta weapons, best loadouts warzone, best loadout warzone, warzone best loadouts after update, meta loadout warzone, Best SMG Warzone, Best Gun Warzone, warzone meta, meta warzone, best ar warzone",2025-03-26 07:32
"Call of Duty is now Family Friendly??","https://youtube.com/shorts/4icJIib01kk",1127770,30266,437,"CPreds","Ladies and gentlemen, bots and sweats: Welcome back to the channel! CPreds is ""Rebirth Teacher"" and the Call of Duty content lead for Xen Gaming. He posts daily shorts & videos about loadouts, challenges, and gameplay on Rebirth Island & Call of Duty Warzone.  🔔 SUBSCRIBE and turn on notifications or your K/D will drop: https://www.youtube.com/c/CPreds?sub_...  🚨 Become a member for special videos, livestreams, and perks: https://www.youtube.com/channel/UC2YZufLWjv0usWZMzAkLVAA/join  👔 Grab your NEW CPREDS MERCH HERE! including a XenGGs Jersey Drop! https://xengaming.co/merch  ⭐ Connect with CPreds on all his socials! Main YT Channel: http://youtube.com/CPreds Second YT Channel: http://youtube.com/CPreds2 Discord: https://discord.gg/FnUVbA6G7V Twitter: http://twitter.com/CPreds_ Instagram: http://instagram.com/CPreds_YT TikTok: http://tiktok.com/CPreds_ Twitch: http://twitch.tv/CPreds Facebook Gaming: http://facebook.com/cpreds  🎮 SAVE on products and support CPreds' channel: SCUF GAMING: scufgaming.sjv.io/6yWm6Q GGs: https://ggs.ai/player/CPreds EXITLAG: https://www.exitlag.com/aff.php?aff=10120916  📧 For business inquiries, sponsorships, and ad integrations on CPreds channel, contact team CPreds here: CPreds@CarterPulse.com  ---  #warzone #cpreds #rebirthisland #CoD #callofduty #gaming #warzone3 #codwarzone #resurgence #resurgencewarzone #cpredsshorts  TAGS: call of duty,rebirth island cod warzone,warzone rebirth island,rebirth island,call of duty rebirth island,warzone rebirth island gameplay,rebirth warzone,rebirth,cod,CPreds,cpreds warzone,cpreds cod warzone,cpreds shorts,rebirth island warzone 3,warzone 3 rebirth island,rebirth island gameplay,rebirth island loadout,CPreds call of duty,rebirth island warzone,rebirth warzone videos,rebirth meta loadouts,rebirth island meta loadouts,rebirth island CPreds  family friendly content","call of duty, rebirth island cod warzone, warzone rebirth island, rebirth island, call of duty rebirth island, warzone rebirth island gameplay, rebirth warzone, rebirth, cod, CPreds, cpreds warzone, cpreds cod warzone, cpreds shorts, rebirth island warzone 3, warzone 3 rebirth island, rebirth island gameplay, rebirth island loadout, CPreds call of duty, rebirth island warzone, rebirth warzone videos, rebirth meta loadouts, rebirth island meta loadouts, rebirth island CPreds",2025-05-13 08:16
"CODM Mythic Operators Edit x Montagem Tomada edit audio x Call of Duty Mobile","https://youtube.com/shorts/-8p33BLs1kY",1217983,34820,1170,"Merc9","","",2025-04-05 13:31
"Only call of duty players will know!💀#codm #shorts","https://youtube.com/shorts/hgMnNQdnRHk",981712,50222,6153,"God plays","","",2025-03-28 11:36
"BUDGET CoD EDIT is ACTUALLY GOOD?! 😂","https://youtube.com/shorts/A3yl0Rw6vL4",1173594,16012,78,"SpideySB","Budget CoD Edit Turned out Good. #shorts #cod #warzone #callofduty #bo6 #blackops6 #rebirthisland #gaming","call of duty, warzone, black ops 6, gaming, spideysb, black ops 6 warzone, bo6, warzone funny clips, warzone clips, warzone best clips, warzone funny moments, warzone funny, warzone bo6, bo6 warzone clips, bo6 warzone funny clips, warzone rebirth island, rebirth island, black ops 6 funny, warzone edit, warzone trickshot, warzone sniping, warzone crazy clips, warzone trickshots, bo6 warzone, black ops 6 clips, black ops 6 trickshot, warzone clip, call of duty warzone",2025-04-22 08:56
"How the Next Call of Duty is Being Worked on","https://youtube.com/shorts/2RCfKCR2Vk4",947765,58840,504,"ReidBoehm","#shorts   This is exactly how they're working on the next Call of Duty game.","",2025-05-21 08:01
"Bad News For Call of Duty Fans?","https://youtube.com/shorts/46QXjpRBbo4",806443,44281,2450,"Tdawgsmitty","Is this good or bad news?? #callofduty","Call of duty",2025-04-15 10:36
"Wait… Call of Duty might be back!?","https://youtube.com/shorts/GML5yPNbAUc",579054,35989,1819,"Tdawgsmitty","Would you want this feature to come to cod?? #callofduty","Call of duty, Black ops 6, Black ops 6 season 3",2025-03-21 22:18
"Battlefront 2 is doing some call of duty can’t..","https://youtube.com/shorts/1uQ3PUIbLcE",857535,35712,539,"Tdawgsmitty","Battlefront 2s player count is rising and call of duty’s isn’t… #battlefront2 #callofduty","Battlefront 2, Battlefront, Star Wars battlefront 2",2025-05-24 23:37
"The WORST Decisions in Call of Duty History!","https://youtube.com/shorts/L08GqSXEgS4",517601,39187,268,"Tdawgsmitty","Today we go over some really bad decisions that cod has made #callofduty","Call of duty, Mw3, Mw2, Mw19, Black ops",2025-03-25 09:18
