Title,Link,Views,Likes,Comments,Channel Title,Description,Tags,Published
"That's an obvious fake right? #valorant #valorantclutchmoments #valorantclips #valoranttips #gaming","https://youtube.com/shorts/jARbsNJhhOw",3140713,88676,236,"SoCool","","",2025-05-21 07:46
"Waylay vs. Jett vs. Raze ability comparison #valorant","https://youtube.com/shorts/ObyiLmRSWKU",1699534,67003,507,"VALORANT","Waylay's dash distance compared to other Duelists. Note: Raze’s distance with Blast Packs can vary, based on her starting height and other factors.","Waylay, Waylay Gameplay, Thai Agent, Thailand, Gameplay, Agent Waylay, VALORANT trailer, Season 2025, S25, VALORANT, VALORANT game, valorant act II, VALORANT act 2, fps, shooters, tactical FPS, launch, VALORANT agent, AGENT, agent, Kingdom, Duelist",2025-03-12 01:00
"t3xture might need help, not sure tho  #valorant #shorts","https://youtube.com/shorts/fUSOChvxpjY",2694410,45876,92,"VALORANT Champions Tour","Follow the VALORANT Champions Tour on social media for more action:   Twitter: https://twitter.com/valorantesports  Instagram: https://www.instagram.com/valorantesports Facebook: https://www.facebook.com/ValorantEsports  TikTok: https://www.tiktok.com/@ValorantEsports  Meta Threads: https://www.threads.net/@valorantesports WhatsApp: https://whatsapp.com/channel/0029Vak9Izv89ino4VLgPb2X  #VALORANTChampionsTour #VALORANT #VCT","valorant, vct, valorant champions tour, valorant vod, valorant gameplay, valorant montage, valorant highlights, valorant esports, valorant esports highlights, valorant pro gameplay, yt:cc=on",2025-05-09 06:22
"Valorant new agent Waylay gameplay #valorant #valorantclips #valoranthighlights","https://youtube.com/shorts/aWIiiydAwO4",1194847,62309,373,"Thunder Vishu ","waylay valorant  waylay  waylay gameplay  waylay abilities  waylay agent  waylay agent valorant  waylay valorant abilities  waylay new agent  waylay valorant gameplay  wayley valorant","",2025-03-03 20:07
"La Penúltima Kill… 🤯 Top Radiant valorant live streamer gameplay highlights daily clips shorts edit","https://youtube.com/shorts/PezUV0omjQA",2428005,52499,168,"Horcus","La Penúltima Kill… 🤯  Twitch: https://www.twitch.tv/Horcus Twitter: https://twitter.com/Horcus Instagram: https://www.instagram.com/Horcus Tik Tok: https://www.tiktok.com/@horcus Discord: https://discord.gg/xJzvkzSG7c 👆 He sido TOP 1 Radiant del mundo varias veces y te voy a enseñar como mejorar en Valorant ❤️  ✔️ Sigue mis redes y ACTIVA las notificaciones para no perderte nada  (Ignore) Guías, consejos y trucos, valorant rutina de aim, valorant subir de rango, valorant códigos miras, valorant sensibilidad, mejorar fps en valorant, records mundiales, mejores momentos en valorant, vct emea, valorant radiante, valorant lineups, valorant setups, nuevo agente en valorant, valorant nuevo agente, valorant nuevo mapa, rutina de valorant, valorant rutina, mejorar aim en valorant, latinoamérica, valorant latino, trucos para valorant, valorant trucos, nuevo mapa de valorant, valorant rangos, valorant latam, valorant en español, valorant español, valorant españa, valorant 2024, valorant chamber, chamber valorant, mira valorant, valorant mira, valorant miras, miras valorant, mejorar fps en valorant, descargar valorant, configuración de valorant, consejos en valorant, valorant consejos, v de valorant, valorant guías, guías en valorant, valorant guias, guias valorant, guías valorant, reaccionando en valorant, streamers de valorant, Directos de Valorant en vivo diarios! (English) how to improve in valorant, valorant guides, valorant tutorials, valorant settings, valorant gamesense, valorant mental, valorant ranks, valorant highlights, riot games valorant, valorant champions, valorantes, valorant crosshair, valorant crosshair codes, valorant codes, valorant funny moments, valorant edits, valorant vs, valorant gaming, valorant montages, valorant clips, valorant memes, valorant plays, valorant shorts, valorant premier, premier valorant, valorant reacting to, valorant react to, valorant reactions, new agents in valorant, valorant radiant, valorant pro player, best valorant plays, best sensitivity for valorant, como mejorar en valorant, valorant sens, valorant stats, valorant aim, aim valorant, how to improve fps in valorant, valorant tips and tricks, valorant montage, valorant tricks, valorant tips, best moments in valorant, valorant pro, valorant fps, fps valorant, reacting to valorant, valorant download, streamers valorant, valorant world championship, valorant new agents, valorant new agent skills, valorat, vlorant, valrant, vaorant, valornt, valoant, alorant, valoratn, valoramt, vvalorant, alorant, valoramt, vlr, valorant tracker, valorant vct, valorant streamers, valorant records, setups valorant, skins valorant, valorant skins, crosshair valorant, tips in valorant, orcus, daily valorant, ñorcus, valorant ñorcus, valorant daily, valorant orcus, mejorar en valorant, valorant horcus, horcus valorant, guides in valorant, valorant 2025, valorant vct, valorant game, valorant new skins, vct valorant, valorant news, valorant stream, valorant gameplay, valorant new map, valorant esports, tiktok valorant, youtube valorant, twitter valorant, instagram valorant, live valorant, valorant live stream, valorant twitch, gameplay valorant, valorant streaming, valorant for you ❤️ valorant premier valorant gameplay valorant latam valorant españa valorant en español valorant español valorant espanol valorant hispano valorant montage highlights valorant valorant highlights clips valorant valorant clips valorant latinoamérica valorant latino latino valorant españa valorant latam valorant español valorant valorant 2025 2025 valorant valorantes ñorcus valorant orcus guías valorant guias valorant daily daily valorant valorant live streaming live valorant valorant live v de valorant vlr streamer español 2025 valorant edit valorant shorts shorts valorant edit valorant valorant radiant radiant valorant valorant streamer streamer valorant stream valorant valorant stream valorant live stream goat valorant valorant goat valorant prime prime valorant gamesense valorant valorant gamesense satisfacción valorant valorant satisfacción satisfaccion valorant valorant satisfaccion kills valorant valorant kills últimas valorant valorant últimas ace valorant valorant ace  #valorant #valoranthighlights #valorantclips #valorantlive #valorantgaming #valorantgameplay #valorantedit #valorantshorts #valorantdaily #valorantstreamer #valorantgame #valorantclip #valorantstream #gaming #horcus","valorant, horcus, gaming, valorant gameplay, valorant live, live valorant, gameplay valorant, valorant radiant, radiant valorant, valorant highlights, radiant, valorant clips, valorant stream, valorant daily, daily valorant, highlights valorant, valorant latam, valorant españa, orcus, kill valorant, valorant kill, vlr, valorat, penúltima valorant, valorant penúltima, penultima valorant, valorant penultima, shorts valorant, valorant shorts, edit valorant, valorant edit, valoratn",2025-04-17 01:00
"No wonder Mooda got banned 😭🙏 #mooda #valorant","https://youtube.com/shorts/dMneYSeCd0M",2149170,68495,239,"mooda","If you enjoyed the video, make sure to follow me on my socials!  WATCH ME LIVE 🔴 https://www.twitch.tv/mooda FOLLOW MY TWITTER 🐦 https://twitter.com/moodafps JOIN THE DISCORD 🔥 https://discord.gg/mooda  #mooda #MoodaLive","valorant, valorant montage, valorant highlights, valorant moments, valorant clips, sinatraa, shahzam, subroza, 100t asuna, sen shahzam, sen sinatraa, tsm subroza, valorant best moments, valorant daily, best valorant plays, valorant twitch clips, valorant mobile, sinatraa valorant, valorant gameplay, best of valorant, valorant today, tarik valorant, tsm wardell, tenz, tenz valorant, wardell, kyedae, tarik, som valorant, sen tenz, VALORANT, Valorant clips, valorant pro, iitztimmy",2025-05-09 01:18
"Skin Gratis en Valorant","https://youtube.com/shorts/rzpNQwyndHc",2165209,80301,493,"SirMaza","","valorant, sirmaza, gaming, valorant gameplay, valorant live, valorant pro, valorant stream, valorant game, valorant clips, valo, alorant, valorant latam, valorant españa, español valorant, valorant gaming, valorant daily, valorant raze, valorant radiant, val, valorant proplayer, calvorant, balorant, vvalorant, aloirat, valrant, sirmaza valorant, valorant sirmaza, valorant 2025, 2025 valorant",2025-04-24 04:16
"Can you guess the VALORANT rank..? (Pt. 5)","https://youtube.com/shorts/oueAeM6ntYk",2319046,69928,158,"100 Thieves Valorant","Would you have guessed his rank? #valorant #gaming","",2025-05-20 06:47
"Ranking the Most Popular Crosshairs! 🔥 #crosshairx #valorant #valorantcrosshair #aimtraining","https://youtube.com/shorts/XxtYDSIJDsQ",1364949,30854,116,"Centerpoint Gaming","Ranking the Most Popular Crosshairs! 🔥 #crosshairx #valorant #valorantcrosshair #aimtraining","aimtraining, crosshairx, valorant, valorantcrosshair",2025-03-08 03:38
"GONの謎ダンスにガチ効きしてしまうボドカ【VALORANT】","https://youtube.com/shorts/l9n2GrqH78s",1997191,47705,196,"ボドカ / Riddle - ゲーム実況","普段の配信サイトはこちら https://www.twitch.tv/vodkavdk  現在使用しているコラボモデルのPC詳細はこちらから！ https://www.pc-koubou.jp/pc/game_riddle.php  SNSのフォローはこちらから ツイッター: https://twitter.com/VodkaChaso  インスタグラム https://www.instagram.com/vodkachaso    #ボドカ #shorts #valorant","ぼどか, ボドカ, 実況, 攻略, 初心者, ゲーム実況, ビクロイ, 大概にSayよ, UCIYaPLvP0y2LbSYk7QbRSmQ, リドル, Riddle, APEX, APEXLEGENDS",2025-04-13 18:00
"Can you guess the VALORANT rank..? (Pt. 2)","https://youtube.com/shorts/xWqwJ2ERodc",1750164,61207,174,"100 Thieves Valorant","Would you have guessed his rank? #valorant","",2025-03-29 00:52
"Gamesense de 1 Top Radiant ( 1v4 ) 🏆 valorant live streamer gameplay highlights daily clips shorts","https://youtube.com/shorts/oylSZ-bo-DY",1794930,46476,110,"Horcus","Gamesense de 1 Top Radiant ( 1v4 ) 🏆  Twitch: https://www.twitch.tv/Horcus Twitter: https://twitter.com/Horcus Instagram: https://www.instagram.com/Horcus Tik Tok: https://www.tiktok.com/@horcus Discord: https://discord.gg/xJzvkzSG7c 👆 He sido TOP 1 Radiant del mundo varias veces y te voy a enseñar como mejorar en Valorant 2025 ❤️  ✔️ Sigue mis redes y ACTIVA las notificaciones para no perderte nada  (Ignore) Guías, consejos y trucos, valorant rutina de aim, valorant subir de rango, valorant códigos miras, valorant sensibilidad, mejorar fps en valorant, records mundiales, mejores momentos en valorant, vct emea, valorant radiante, valorant lineups, valorant setups, nuevo agente en valorant, valorant nuevo agente, valorant nuevo mapa, rutina de valorant, valorant rutina, mejorar aim en valorant, latinoamérica, valorant latino, trucos para valorant, valorant trucos, nuevo mapa de valorant, valorant rangos, valorant latam, valorant en español, valorant español, valorant españa, valorant 2025, valorant chamber, chamber valorant, mira valorant, valorant mira, valorant miras, miras valorant, mejorar fps en valorant, descargar valorant, configuración de valorant, consejos en valorant, valorant consejos, v de valorant, valorant guías, guías en valorant, valorant guias, guias valorant, guías valorant, reaccionando en valorant, streamers de valorant, Directos de Valorant en vivo diarios! (English) how to improve in valorant, valorant guides, valorant tutorials, valorant settings, valorant gamesense, valorant mental, valorant ranks, valorant highlights, riot games valorant, valorant champions, valorantes, valorant crosshair, valorant crosshair codes, valorant codes, valorant funny moments, valorant edits, valorant vs, valorant gaming, valorant montages, valorant clips, valorant memes, valorant plays, valorant shorts, valorant premier, premier valorant, valorant reacting to, valorant react to, valorant reactions, new agents in valorant, valorant radiant, valorant pro player, best valorant plays, best sensitivity for valorant, como mejorar en valorant, valorant sens, valorant stats, valorant aim, aim valorant, how to improve fps in valorant, valorant tips and tricks, valorant montage, valorant tricks, valorant tips, best moments in valorant, valorant pro, valorant fps, fps valorant, reacting to valorant, valorant download, streamers valorant, valorant world championship, valorant new agents, valorant new agent skills, valorat, vlorant, valrant, vaorant, valornt, valoant, alorant, valoratn, valoramt, vvalorant, alorant, valoramt, vlr, valorant tracker, valorant vct, valorant streamers, valorant records, setups valorant, skins valorant, valorant skins, crosshair valorant, tips in valorant, orcus, daily valorant, ñorcus, valorant ñorcus, valorant daily, valorant orcus, mejorar en valorant, valorant horcus, horcus valorant, guides in valorant, valorant 2025, valorant vct, valorant game, valorant new skins, vct valorant, valorant news, valorant stream, valorant gameplay, valorant new map, valorant esports, tiktok valorant, youtube valorant, twitter valorant, instagram valorant, live valorant, valorant live stream, valorant twitch, gameplay valorant, valorant streaming, valorant for you ❤️ valorant gameplay valorant latam valorant españa valorant en español valorant montage highlights valorant valorant highlights clips valorant valorant clips valorant latinoamérica valorant latino latino valorant españa valorant latam valorant español valorant valorant 2025 2025 valorant valorantes ñorcus valorant orcus guías valorant guias valorant daily valorant valorant live streaming v de valorant vlr streamer español 2025 valorant edit valorant shorts shorts valorant edit valorant valorant radiant radiant valorant goat valorant valorant goat valorant prime prime valorant gamesense valorant valorant gamesense valorant clutch clutch valorant valorant smart plays smart plays valorant  #valorant #valorantlive #valorantclips #valorantstreamer #valorantgame #valorantgaming #valorantgameplay #valorantshorts #valoranthighlights #valorantdaily #valorantclip #valorantgamesense #valorantradiant #gaming #horcus","valorant, valorant highlights, horcus, gaming, radiant, valorant clips, valorant gameplay, valorant gamesense, gamesense valorant, game sense valorant, valorant game sense, valorant live, live valorant, valorant stream, radiant valorant, valorant daily, daily valorant, highlights valorant, valorant radiant, valorant clip, valorant latam, valorant españa, valorant español, valorant live stream, valorant shorts, shorts valorant, valorant game, vlr, valorat, vaorant, valoratn, orcus",2025-05-10 01:01
"J'ai reviré mon monteur... #helydia #pourtoi #valorant #twitch","https://youtube.com/shorts/DrHV2q0P4oU",1446878,78128,966,"Helydia","Contact : Contact@Helydia.fr  💖 S'abonner ➜ https://www.youtube.com/@helydiaa   🎥 Twitch ➜ https://www.twitch.tv/helydia 🐤 Twitter ➜ https://twitter.com/helydiaa ⚫ TikTok ➜ https://www.tiktok.com/@helydiaa 📷 Instagram ➜ https://www.instagram.com/helydiaa/ 🔵 Discord ➜ https://discord.gg/hely","helydia, helydia valorant, best of valorant, best of gaming, helydia best of, valorant fr, valorant, valorant clip fr, pourtoi, fyp, tiktok, tiktokfr, twitch, twitchclips, valorantclips, valorantclipsfr, shorts, viral, valorantfr, drôle, compilation, edit",2025-04-29 01:45
"Bro omen ulted for free 😭🙏 #mooda #valorant","https://youtube.com/shorts/SZRM462MmYU",1561037,55040,338,"mooda","If you enjoyed the video, make sure to follow me on my socials!  WATCH ME LIVE 🔴 https://www.twitch.tv/mooda FOLLOW MY TWITTER 🐦 https://twitter.com/moodafps JOIN THE DISCORD 🔥 https://discord.gg/mooda  #mooda #MoodaLive","valorant, valorant montage, valorant highlights, valorant moments, valorant clips, sinatraa, shahzam, subroza, 100t asuna, sen shahzam, sen sinatraa, tsm subroza, valorant best moments, valorant daily, best valorant plays, valorant twitch clips, valorant mobile, sinatraa valorant, valorant gameplay, best of valorant, valorant today, tarik valorant, tsm wardell, tenz, tenz valorant, wardell, kyedae, tarik, som valorant, sen tenz, VALORANT, Valorant clips, valorant pro, iitztimmy",2025-05-06 04:28
"日本1位のプレイヤーからマジレス最強リコンを教えてもらう男【ボドカ】【VALORANT】","https://youtube.com/shorts/ZejQaU1UbO8",967230,27839,94,"ボドカ / Riddle - ゲーム実況","普段の配信サイトはこちら https://www.twitch.tv/vodkavdk  現在使用しているコラボモデルのPC詳細はこちらから！ https://www.pc-koubou.jp/pc/game_riddle.php  SNSのフォローはこちらから ツイッター: https://twitter.com/VodkaChaso  インスタグラム https://www.instagram.com/vodkachaso    #ボドカ #shorts  #valorant","ぼどか, ボドカ, 実況, 攻略, 初心者, ゲーム実況, ビクロイ, 大概にSayよ, UCIYaPLvP0y2LbSYk7QbRSmQ, リドル, Riddle, APEX, APEXLEGENDS",2025-03-20 18:00
"why did riot remove this from valorant 😔","https://youtube.com/shorts/x9tRwu6_2Kc",1752715,38589,757,"Cypher In Real Life","Leave a like and subscribe for more Valorant shorts #valorant #valorantshorts","valorant, valorant shorts, valorant meme, valorant funny, valorant clips",2025-05-04 03:13
"Can you guess the VALORANT rank..? (Pt. 4)","https://youtube.com/shorts/vjY1xvpaPMk",1654734,55108,174,"100 Thieves Valorant","Would you have guessed his rank? #valorant","",2025-05-13 07:17
"【발로란트】 메롱 샷건 클립 모음🤪 #36","https://youtube.com/shorts/GieEF9-NzkY",1369199,25319,70,"Merow","#valorant #valorantmoments #valorantclips #valorantfunny #fyp #shorts","",2025-04-21 18:22
"Bro met Aleksandar #mooda #valorant","https://youtube.com/shorts/GRxxsR1N0-o",1305582,33388,194,"mooda","If you enjoyed the video, make sure to follow me on my socials!  WATCH ME LIVE 🔴 https://www.twitch.tv/mooda FOLLOW MY TWITTER 🐦 https://twitter.com/moodafps JOIN THE DISCORD 🔥 https://discord.gg/mooda  #mooda #MoodaLive","valorant, valorant montage, valorant highlights, valorant moments, valorant clips, sinatraa, shahzam, subroza, 100t asuna, sen shahzam, sen sinatraa, tsm subroza, valorant best moments, valorant daily, best valorant plays, valorant twitch clips, valorant mobile, sinatraa valorant, valorant gameplay, best of valorant, valorant today, tarik valorant, tsm wardell, tenz, tenz valorant, wardell, kyedae, tarik, som valorant, sen tenz, VALORANT, Valorant clips, valorant pro, iitztimmy",2025-03-30 04:46
"暴言厨の中国人女子を黙らせる日本人wwwww #ゲーム実況 #valorant #valorantclips","https://youtube.com/shorts/VVfogGQwIMw",1678634,43819,234,"ぼんくら。","👍 チャンネル登録&高評価よろしくお願いします！ 📢 コメント欄でリクエストや感想もお待ちしています  ～メンバー紹介～ 🔴 赤：べーこん (ガヤ担当。Japanese missile) 🔵 青：らいあー (撮影。動画編集者) 🟡 黄：残業 (よく笑う人。最年長) 🟢 緑：くらいん (一番まともな常識人？) 🟣 紫：のーらんど (冷静な人。ツッコミ担当) 🟤 オレンジ：りつ (元レディアント。絶叫ボイス)  【SNS】 X（Twitter）: @TeamBONKURA https://x.com/TeamBONKURA","",2025-03-31 22:00
"À QUEL MOMENT ON SE RESSEMBLE ? 😂 #twitch #valorant #stream #gaming #streamer","https://youtube.com/shorts/Hkh0NrV_Edk",1190958,28117,301,"lololasquale","","",2025-04-22 22:58
