Title,Link,Views,Likes,Comments,Channel Title,Description,Tags,Published
"ブチギレ野良と奇跡的に再会した配信者www【APEX LEGENDS】#shorts #りー","https://youtube.com/shorts/_pu0toZjQyE",772661,10586,294,"りーえふぴーえす。","#apexlegends #apex #エーペックスレジェンズ #エーペックス","エーペックスレジェンズ, apex, apexlegends, エーペックス, プレデター, キーマウ, りー, Riy, りーえふぴーえす。, ゲーム実況, 配信者",2025-05-20 22:56
"Have You Seen This Kraber Animation? 😲","https://youtube.com/shorts/NGzJ8aMVWD8",766099,12608,110,"The Gaming Merchant","Have You Seen This Kraber Animation? 😲 #apexlegends #shorts","Apex Legends, Apex, Play Apex",2025-04-19 08:00
"【Apex Legends】　ホライゾン×オクタンは強い！！（移動は）　 #shorts","https://youtube.com/shorts/TYiHr_xp-7g",707921,0,71,"ぺんぎんです","#エーペックスレジェンズ #エーペックス","",2025-05-22 11:39
"ナダル激似すぎる野良VC登場で爆笑する女性配信者wwww【apex.エーペックスレジェンズ】#shorts","https://youtube.com/shorts/dGu6wLYG45s",716189,14761,70,"しゃまこ","apex TikTok、Twitterでバズった変な女性のエーペックス動画！！ いいなと思ったらぜひグッドボタンチャンネル登録よろしくお願いします！！ 生配信もしてるのでぜひ遊びにきてください！！   #しゃまこ #APEX","ナダル, ねるねるねるね, 野良VC, クリプト, ジブラルタル, ジブ, 声真似, ドラゴンボール, 悟空, お姉さん, ジョージ, おさるのジョージ, George, 野良, VC, APEX, 豹変, エーペックス, japanese, 女子, エペ, 女性, 面白い, ショート, ゲーム, しゃまこ, セクシー, ええ声, えぺ, おすすめ, おもしろい, 爆笑, おもしろ, リアクション, いい声, girl, japan, 日本, funny, 叫び声, ティックトック, ツイッター, アホ, バズった, 安眠, shorts, gaming, 笑える, ショート動画, 切り抜き, ゲーム実況, apex legends, ps4, fps, 実況, entertainment, 初心者, tiktok, shamako, movie, アニメ, １選, 人間っていいな, にんげん, っていいな, 日本昔話, おさる, 様子, おかしい, 配信者, 様子がおかしい, 笑い方, 笑い声, CM",2025-05-13 23:25
"【APEX】 プレデター世界１位パーティーの雰囲気がほのぼの過ぎると海外で話題にｗｗｗ#apex #apexlegends #fyp #おすすめ #tiktok #ゲーム #shorts","https://youtube.com/shorts/ohG6JNbLmSc",735708,9778,121,"ぽこに / Poconi","#apex #apexlegends #game #gaming #gamer #fyp #funny #おすすめ #ゲーム実況 #shorts","",2025-05-24 17:50
"チーミング誘われた... #ApexLegends #エーペックス #エーペックスレジェンズ #エーペックス面白い動画 #孤独くん #会話 #日常 #日常生活","https://youtube.com/shorts/on5aIqIsOTk",411931,4764,101,"孤独の隠れ家。【Doll】","","",2025-03-03 18:00
"ワイAPEXプレデターを2年間キープしてる1日ルーティンがやばすぎる【2ch架空スレ】【APEX】","https://youtube.com/shorts/FJmDEIjNSuE",606665,9302,99,"ばつねじ【Apexサブカル系実況】","ワイAPEXプレデターを2年間キープしてる1日ルーティンがやばすぎる   ＜声の出演＞ coeiroink 松嘩りすく 真賢木ミロク 兄口誘太郎 ピエール・クラウン  VOICEBOX ずんだもん 剣崎雌雄 白上虎太郎 ちび式じい 波音リツ 麒ヶ島宗麟  #shorts  #apex  #スパレジェ","ばつねじ, 無料, Shorts, #Shorts, apex スキン, エーペックス, apex 猛者バッジ, apex バッジ, apex プレデター, apex 炎上, ape shorts, apex 炎上まとめ, apex チート, apex 古参勢, apex スパレジェ, apex シーズン21, スパレジェ, 失敗から生まれた",2025-05-29 19:00
"スパローのスティンガーボルトの対策･対処法を解説 | apexlegends #apex #shorts","https://youtube.com/shorts/2i8HHp_8B8w",679513,6963,169,"もつくFPS","APEXの動画や配信をしますよろしくお願いします プラチナダイヤを行き来しています 別ゲーム用youtubeチャンネル : https://www.youtube.com/c/motsuku twitter : https://twitter.com/nikomotsuku メンバー登録はこちらから https://www.youtube.com/channel/UC9YCju2l8HGamwHOrJEkE1Q/join メール : nikomotsuku@yahoo.co.jp  #APEX #apexlegends  #エーペックスレジェンズ #豆知識 #解説","apexlegends, APEX, エーペックスレジェンズ, 初心者向け, もつく, もつくAPEX, もつくさん, 豆知識, 解説",2025-05-20 11:00
"これはガンダムファインダーですか？【APEX LEGENDS】#エーペックスレジェンズ #apex #apexlegends","https://youtube.com/shorts/ZFvGe6uepw8",595118,6992,358,"じーぷろ【APEX解説】","コメント、高評価いつもありがとう！ パスファインダーを極めています！ 10万人登録者目標です...!  メンバーシップ↓ https://www.youtube.com/channel/UC5DvsaWSa_Hi4-QjOTv0eTw/join  ■プロフィール■ 各種SNSでコンテンツ投稿及び配信をしています！ X  https://twitter.com/gprodaisuki Tiktok https://www.tiktok.com/@gprodaisuki Twitch  https://www.twitch.tv/gprodaisuki  所属チーム LILAS Gaming  各種共にIDは@gprodaisuki  感度 800 1.2 1.0 FOV110  マウス AIM1 時雨  キーボード Apex pro mini  マウスパッド ARTISAN 零 FX MID  イヤホン se215  #パスファインダー  #Apex #エーペックス","apex, apexlegends, エーペックス, じーぷろ, Gprou, エーペックスレジェンド, パスファインダー",2025-05-03 10:00
"２年越しの最速グラップル!!!【APEX LEGENDS】 #apex  #apexlegends #エーペックスレジェンズ","https://youtube.com/shorts/ReUoEaj82mE",683539,5583,140,"じーぷろ【APEX解説】","コメント、高評価いつもありがとう！ パスファインダーを極めています！ 10万人登録者目標です...!  メンバーシップ↓ https://www.youtube.com/channel/UC5DvsaWSa_Hi4-QjOTv0eTw/join  ■プロフィール■ 各種SNSでコンテンツ投稿及び配信をしています！ X  https://twitter.com/gprodaisuki Tiktok https://www.tiktok.com/@gprodaisuki Twitch  https://www.twitch.tv/gprodaisuki  所属チーム LILAS Gaming  各種共にIDは@gprodaisuki  感度 800 1.2 1.0 FOV110  マウス AIM1 時雨  キーボード Apex pro mini  マウスパッド ARTISAN 零 FX MID  イヤホン se215  #パスファインダー  #Apex #エーペックス","apex, apexlegends, エーペックス, じーぷろ, Gprou, エーペックスレジェンド, パスファインダー",2025-05-11 17:30
"Apex Legends First Pay To Win Skin","https://youtube.com/shorts/XJmVqEbSOPI",536314,12613,55,"The Gaming Merchant","Apex Legends First Pay To Win Skin #apexlegends","Apex Legends, Apex, Play Apex",2025-04-12 08:00
