Title,Link,Views,Likes,Comments,Channel Title,Description,Tags,Published
"FREE Heirloom Shards!!","https://youtube.com/shorts/-LRRI6B2mK0",801479,43447,983,"Simply Ashton","#apexlegends","simply ashton, simply ashton youtube, youtube simply ashton, simplyashton, simplyashton youtube, youtube simplyashton, simplyashtin, apex, apex legends, apex predator, apex 1v3, apex ttv, apex funny, apex reaction, apex movement, apex gameplay, apex streamer, apex tips, apex horizon, ps4, xbox, pc, gaming, apex challenge, apex bloodhound, apex stereotypes, apex pathfinder, apex heirloom, apex wraith",2025-03-06 02:11
"Did You Know This Apex Titanfall Easter Egg?","https://youtube.com/shorts/-Bz1BsVzJQ8",1398149,32298,223,"The Gaming Merchant","Did You Know This Titanfall Easter Egg In Apex? #shorts","Apex Legends, Apex, Play Apex",2025-05-23 20:04
"新ボセックボウの豆知識を解説 | apexlegends #apex #shorts","https://youtube.com/shorts/WO35rGsc4Ko",1398028,14798,189,"もつくFPS","APEXの動画や配信をしますよろしくお願いします プラチナダイヤを行き来しています 別ゲーム用youtubeチャンネル : https://www.youtube.com/c/motsuku twitter : https://twitter.com/nikomotsuku メンバー登録はこちらから https://www.youtube.com/channel/UC9YCju2l8HGamwHOrJEkE1Q/join メール : nikomotsuku@yahoo.co.jp  #APEX #apexlegends  #エーペックスレジェンズ #豆知識 #解説","apexlegends, APEX, エーペックスレジェンズ, 初心者向け, もつく, もつくAPEX, もつくさん, 豆知識, 解説",2025-05-13 07:00
"実はダメージが入る行動5選を解説 | apexlegends #apex #shorts","https://youtube.com/shorts/djQS2mOaEF4",1343450,12653,127,"もつくFPS","APEXの動画や配信をしますよろしくお願いします プラチナダイヤを行き来しています 別ゲーム用youtubeチャンネル : https://www.youtube.com/c/motsuku twitter : https://twitter.com/nikomotsuku メンバー登録はこちらから https://www.youtube.com/channel/UC9YCju2l8HGamwHOrJEkE1Q/join メール : nikomotsuku@yahoo.co.jp  #APEX #apexlegends  #エーペックスレジェンズ #豆知識 #解説","apexlegends, APEX, エーペックスレジェンズ, 初心者向け, もつく, もつくAPEX, もつくさん, 豆知識, 解説",2025-04-19 07:00
"【Apex Legends】　ホライゾンクビになる　 #shorts","https://youtube.com/shorts/WMNlee6BlOg",1369915,13415,194,"ぺんぎんです","#エーペックスレジェンズ #エーペックス 編集を参考にさせていただいた方 @おぐみちゃん","",2025-05-10 16:39
"オクタンの最強フェイント　 #オクタン日本1位 #apex #プレデター #apexlegends #オクタンarキル数世界一","https://youtube.com/shorts/K7QCCBTHfQc",1441465,15379,167,"Revo kentoboss😈🃏","海外HIPHOP EDM R&B G-funk 好きです 23歳　185cm venezuela hawaii japan mix ファンマーク😈🃏 実績　S4からちゃんとやり始めて s6s7s8s9s10s11s12s13s14 PC s16 s19s20s21s22プレデターです オクタンキル数日本1位 第1回sony公式大会PLAY ALIVE 3位 #1 octane kills JP #1 octane ARkills world CS100000kills PC59000kills AR82000kills #オクタン日本1位　＃プレデター　＃オクタンARキル数世界一  感度やtwitter↓ https://lit.link/kentoboss  アーカイブはメンバーシップ限定！ メンバーシップスタンプ作成者一部 https://twitter.com/beerhagasorin?s=20&t=wKz9dpYcEPrKiRy9gBkF1g  スポンサー　https://twitter.com/shimarisudou PCスポンサー https://noiezam.com/ https://twitter.com/noiezam_com Revo Twitter - https://twitter.com/WinRevo Instagram - https://instagram.com/winrevojp Web - https://teamrevo.jp/ STORE - Coming Soon  Partners アイリスオーヤマ - https://www.irisohyama.co.jp/ アイズファクトリー - https://is-factory.jp/ レモホル酒場 - https://www.lemohoru.com/ 肉韓バル たむら - https://www.yakiniku-tamura.com/ トニーノランボルギーニエナジードリンク - https://www.blpj.store/ SPOTAKA EX - https://spotaka-ex.osaka/ トータルビューティー - https://total-b.com/ Kanoa style - https://kanoastyle-jpn.myshopify.com/","",2025-04-30 17:15
"YukaF Makes Pro's Look Like BOTS in ALGS #apexlegends","https://youtube.com/shorts/36xrB5Gx_bI",1201002,22184,141,"NH - Apex Legends","Apex Legends  https://www.twitch.tv/  #apex #apexlegends","apex, legends, apex legends, noobhunter, noobhunter apex, noobhunter apex legends, apex legends funny, apex legends funny moments",2025-05-02 21:00
"スパローの詳細と豆知識を解説 | apexlegends #apex #shorts","https://youtube.com/shorts/FjXz9zCQafo",1176770,14576,318,"もつくFPS","APEXの動画や配信をしますよろしくお願いします プラチナダイヤを行き来しています 別ゲーム用youtubeチャンネル : https://www.youtube.com/c/motsuku twitter : https://twitter.com/nikomotsuku メンバー登録はこちらから https://www.youtube.com/channel/UC9YCju2l8HGamwHOrJEkE1Q/join メール : nikomotsuku@yahoo.co.jp  #APEX #apexlegends  #エーペックスレジェンズ #豆知識 #解説","apexlegends, APEX, エーペックスレジェンズ, 初心者向け, もつく, もつくAPEX, もつくさん, 豆知識, 解説",2025-05-07 07:07
"このグラップル覚えてください【APEX LEGENDS】 #apex  #apexlegends  #パスファインダー","https://youtube.com/shorts/BK_iX6Lra7k",1142774,16423,92,"じーぷろ【APEX解説】","コメント、高評価いつもありがとう！ パスファインダーを極めています！ 10万人登録者目標です...!  メンバーシップ↓ https://www.youtube.com/channel/UC5DvsaWSa_Hi4-QjOTv0eTw/join  ■プロフィール■ 各種SNSでコンテンツ投稿及び配信をしています！ X  https://twitter.com/gprodaisuki Tiktok https://www.tiktok.com/@gprodaisuki Twitch  https://www.twitch.tv/gprodaisuki  所属チーム LILAS Gaming  各種共にIDは@gprodaisuki  感度 800 1.2 1.0 FOV110  マウス AIM1 時雨  キーボード Apex pro mini  マウスパッド ARTISAN 零 FX MID  イヤホン se215  #パスファインダー  #Apex #エーペックス","apex, apexlegends, エーペックス, じーぷろ, Gprou, エーペックスレジェンド, パスファインダー",2025-05-12 17:00
"味方を絶対に助ける配信者の奇跡www【APEX LEGENDS】#shorts #りー","https://youtube.com/shorts/sr4OU-Dy6Z8",924367,16564,51,"りーえふぴーえす。","#apexlegends #apex #エーペックスレジェンズ #エーペックス","エーペックスレジェンズ, apex, apexlegends, エーペックス, プレデター, キーマウ, りー, Riy, りーえふぴーえす。, ゲーム実況, 配信者",2025-05-18 21:40
