Title,Link,Views,Likes,Comments,Channel Title,Description,Tags,Published
"FF vs PUBG ☠️ Khan Sir Playing Free Fire 🥰 Roaster FF || #shorts #freefirevspubg","https://youtube.com/shorts/8JzqpY3J_zE",5602806,343699,2307,"ROASTER FF","FF vs PUBG ☠️ Khan Sir Playing Free Fire 🥰 Roaster FF  #shorts  #freefire  #freefirevsbgmi  #freefirevspubg  #pubgvsfreefire  #bgmivsfreefire  #ffvspubg  #trending  #pubg  #bgmi  #viralshorts  #freefirevspubgviralshorts #roasterff  #frg09   @YellowStarGaming     @FRG_09    free fire vs bgmi free fire vs pubg  pubg vs free fire  bgmi vs free fire  short free fire free fire India When a Free Fire player plays PUBG free fire copy game kya free fire pubg se copy karta hai?  reality of free fire pubg cartoon game free fire cartoon game new rosting video on pubg new rosting video by free fire free fire roasting by Pubg player new rosting video on free fire yellowstar gaming trending viral free fire vs Pubg ff vs bgmi new controversy free fire vs pubg   NOTE :- For Removal of Any Clips & News You Can Directly contract Us Though Mail or Massaging Me On Instagram,  Will Resolve Very Soon... ❤🙏   DISCLAIMER: Please don't go out of your way to hate on anyone I talk about in my videos, this channel is to entertain people and I usually focus on joking about what the people are doing not the individual themselves, also here if I discuss any social topic my aim is just to make people understand it in an entertaining way, here I express my point of view over certain things and I totally respect everyone else's belief, please don't spread hate it's all for laughs and entertainment.   Copyright Disclaimer- Copyright Disclaimer under section 107 of the Copyright Act of 1976, allowance is made for “fair use” for purposes such as criticism, comment, news reporting, teaching, scholarship, education and research. Fair use is a use permitted by copyright status that might otherwise be infringing.","shorts, free fire vs pubg, pubg vs free fire, ff vs pubg, khan sir playing ff, khan sir playing free fire, pubg, bgmi, free fire, ff, garena free fire",2025-04-28 15:30
"This moment🫠🩷 @JONATHANGAMINGYT #shorts #bgmi #jonathan #viralshorts #pubg #bgis","https://youtube.com/shorts/NLdQbkiPutI",8574413,0,478,"HINATA is LIVE","","",2025-04-30 03:09
"يقلد جميع الاصوات😂❤️ #pubg","https://youtube.com/shorts/e_q32Nrxjtg",5892714,68391,581,"منواعات الكرواني ","","",2025-03-08 20:07
"DALGA GEÇEN FİRAVUNUN SONU 😂","https://youtube.com/shorts/jIbn1WoV4JA",6680843,125531,677,"ASTRO PM","pubg mobile indirme linki :https://play.google.com/store/apps/details?id=com.tencent.ig&referrer=adjust_reftag%3DcTjHf1qHsOt7H%26utm_source%3DHQ-POST%26utm_campaign%3DNextStar_95178bce6c2b768d1da8b4b057956b0c  https://sg.creatorhub.pubgmobile.com/t/CiOL9b  reklam ve işbirliği için : astropmgaming@gmail.com  Ayrıcalıklardan yararlanmak için bu kanala katılın: https://www.youtube.com/channel/UC27trcKV4FK1iZ1QyOgde-w/join #astropm #astro #pubgmnextstarprogram #pubgmobile #pubgmobilec8s23","#ASTRO, #pubgmobile, #indian, #pubg, #astropm, #astroo, #pubgstar",2025-04-08 18:00
"Free Fire Special Status 😂 | free fire vs pubg | Ff Attitude 💀#shorts #freefire #pubg #vairalshort","https://youtube.com/shorts/y4WgiheX3MM",7412498,115362,938,"MVx Shankar ಕನ್ನಡಿಗ","55 Free Fire Special Status 🔥 | free fire vs pubg | Ff Attitude 💀#shorts #freefire #pubg #freefirevspubg #pubgvsfreefire #dsfluckygamer  Disclaimer: DON'T FORGET TO GIVE LIKE, IF YOU LIKE THE GAMEPLAY KEEP SUPPORTING 💕❤️💕  DEVICE NAME [ vivo y75 5g ] EDITING  [ CAP CUT ] PLAYING  [ 3 FINGERS ] GAME NAME [ FREE FIRE 🔥 ]  THANKS FOR YOUR SUPPORT I LOVE YOU ALL ❤🥰❤‍🔥 __________________________________  #raistar #trending #vairal #attitude #comedy #funny #sulliaboys #short #trending #vairal#freefire #dream #reels #vairal","free fire headshot tips and tricks, ff vairal shorts, ff tips and tricks, free fire funny video, free fire vs bgmi",2025-05-05 11:09
"☠️","https://youtube.com/shorts/IRg7UTYdOWs",3977845,183583,1681,"Sasuke Pubg Mobile","BEĞENMEYİ UNUTMAYIN 👍 🔔 ZİL'E TIKLAYIP BİLDİRİMLERİ AÇABİLİRSİNİZ ◕‿◕  ➤Instagram: https://www.instagram.com/sasukeabig ➤Discord: https://discord.gg/narutosasuke ➤Tiktok: https://www.tiktok.com/@sasukeabig?lang=tr-TR  🎬 Oynatma Listeleri Vs Videoları 👉 https://www.youtube.com/playlist?list=PL8GanRkcX8C4RRNSmh438p1USQN7t4cwD Kutu Açılımları 👉 https://www.youtube.com/playlist?list=PL8GanRkcX8C7M-0bgB12k4a9V5YG34-a4 GamePlay 👉 https://www.youtube.com/playlist?list=PL8GanRkcX8C4VI_iHm47ds7sUhfbTo2WV   🎮 SASUKE & Youtuberlar  Barış G 👉 https://www.youtube.com/watch?v=dVRtuikOLOY&t=1271s Doch 👉https://youtu.be/8KcK5AqSO1Q?si=u_bISmOG-6CtPra_ Mezarcı 👉https://youtu.be/RsMBGDiV5Yg?si=PjOcp30NR74nO94k Egoist Pati 👉https://youtu.be/tAPxKpzbQGA?si=m3uwA-R8G6SzRrcu TATİ 👉 https://www.youtube.com/watch?v=524lgj8cO8I&t=1482s  Reklam ve işbirliği için iletişim 👉sasuke@lucky7agency.com.tr","pubg, pubg mobile, pubg mobile türkiye, sasuke, sasuke pubg, sasuke pubg mobile, pubg mobile sasuke, sasuke vs, sasuke kışkırtma, handcam, pubg mobile handcam, ipad pro, ipad pro handcam",2025-03-25 00:11
"Bu mümkün değil 😱☠️ #shorts #pubg","https://youtube.com/shorts/8B3ycvxj6ks",5905188,82160,739,"PRS MEMUR Şhorts ","","",2025-05-20 01:31
"100K SoooN❤️#pubgmobile #pubg #zicopubgm #bgmi #tdm","https://youtube.com/shorts/iA12SK5KdR8",3469242,60268,1545,"ZICO PUBGM","https://t.me/ZicoPubgm","",2025-03-05 17:03
"Free Fire Vs Pubg 😎🔥 | #freefirevspubg #freefire #vs #pubg #shorts","https://youtube.com/shorts/tEuCqvvsAHI",4615535,110185,904,"Rabbani Bhai ","Free Fire Vs Pubg 😎🔥 |  Tags 👇  free fire vs pubg free fire vs pubg song free fire vs pubg attitude video free fire vs pubg free fire attitude free fire vs pubg tik tok free fire vs pubg video free fire vs pubg shorts free fire free fire video free fire tiktok free fire game free fire setting free fire new event free fire live free fire advance server pubg pubg mobile pubg song pubg new update pubg game pubg live pubg mobile bangladesh pubg gameplay pubg video  #freefirevspubg #freefire #vs #pubg #shorts","free fire vs pubg, free fire vs pubg song, free fire vs pubg attitude video, free fire vs pubg tik tok, free fire vs pubg video, free fire vs pubg shorts, free fire, free fire video, free fire setting, free fire new event, free fire live, free fire advance server, pubg, pubg mobile, pubg new update, pubg live, pubg video",2025-03-09 12:00
"SONU SÜPRİZLİ 😂😱 #pubgmobile #pubg #shorts","https://youtube.com/shorts/YXWlDbtWKkw",3949299,52719,122,"KEYMON GAMER","SONU SÜPRİZLİ 😂😱 #pubgmobile #pubg #shorts  #PUBGMNextStarProgram #PUBGMOBILEC7S19 #PUBGMOBILE #SHORTS #keymongamer  #pubgmobile #pubgmobileindonesia #pubgmobileindia #pubgmobiletürkiye #pubgmobilewtf #pubgmobilelite #pubgmobilexbape #pubgmobileindo #pubgmobilemalaysia #pubgmobilefunnymoment #pubgmobilekocak #pubgmobilememes #pubgmobileofficial #pubgmobiletr #ucpubgmobile #pubgmobiletournament #pubgmobile090 #pubgmobileturkiye #pubgmobile060 #pubgmobile080 #pubgmobilefunny #pubgmobileiran #pubgmobilevideos #pubgmobilefathersday #pubgmobileasia #ucpubgmobilemurah #tournamentpubgmobile #pubgmobileclips #pubgmobilestory #pubgmobilebrasil #pubgmobileid #topuppubgmobile #jualucpubgmobile #pubgmobilegameplay #turnamenpubgmobile #pubgmobileturkey #pubgmobilet #pubgmobilerussia#pubgplayer #pubgmobile #pubgmvip #pubgmobile090 #pubgmhbd #pubgmobilefunny #pubgmemesdaily #pubgmusic #pubggames #pochinki #pubgreels #pubgmobilefunnymoment #pubgmobilexbape #sanhok #pubgmemeindia #pubgmemez #vikendi #pubg #pubgvideo #pubgasia #pubgmoments bgmi funny moments bgmi funny video pubg victor funny shorts bgmi victor funny shorts bgmi victor funny video funny bgmi short pubg mobile shorts pubg victor funny video victor iq 999 bgmi funny shorts pubg mobile popular shorts shorts pubg mobile bgmi short videos trending pubg shorts bgmi popular shorts bgmi chicken dinner shorts pubg mobile short videos battlegrounds mobile india shorts battlegrounds mobile india shorts telugu guy yt solo vs squad amop youtube shorts telugu guy 1v4 shorts funny moments bgmi pubg mobile funny bgmi victor funny song bgmi funny gameplay pubg funny shorts last zone fight pubg last zone fight bgmi bgmi emulator gameplay solo vs squad pubg bgmi solo vs squad pubg shorts shorts wait for victor in pubg funny video pubg whatsapp status attitude 1v4 in bgmi #shorts #funny victor 999 iq victor iq in bgmi pubg tiktok funny video bgmi comedy video funny commentary bgmi bgmi new update emergency pickup pubg attitude status parkour whatsapp status X bgmi attitude status pubg new video bgmi attitude status bgmi short video pubg jonathan gaming 1v3 shorts scout pubg short video clutch shorts bridge camping. funlix pubg pubg status bgmi parkour bgmi gameplay cyanide gaming trending shorts legit gaming Viral shorts","",2025-03-05 11:00
"BİR BAŞARISIZLIĞIN ÖYKÜSÜ 😔💚| PUBG Mobile","https://youtube.com/shorts/gwsXD--LlWM",4084324,114496,272,"Macaron PUBG","#pubgmnextstarprogram #pubgmobile #pubgmwow #pubgmobilec8s23 #metroroyale  https://sg.creatorhub.pubgmobile.com/t/TLrma8","pubg mobile, one man squad, noche pubg, kara noche, kutu açılımı, pubg mobile gameplay, gameplay, vural üzül, pubg, e-spor, pmgc, pmpl, erangel, rank, pubg mobile türkiye, pubgm, VURAL ÜZÜL, vural üzül vs noche, iddialı vs, pubg mobile handcam, pubg mobile sasuke, ipad pro handcam, pubgm gameplay, bgmi, bgmi gameplay, bgmi new update, bgmi update, pubg handcam, MACARON PUBG, macaron pm, macaron noche, nochenin sevgilisi, #pubgmnextstarprogram, #pubgmobile, #pubgmwow, #pubgmobilec7s21",2025-05-02 14:55
"İyiki varsınız ❤️","https://youtube.com/shorts/FMCL4K4394s",4354863,110497,2700,"Sasuke Pubg Mobile","BEĞENMEYİ UNUTMAYIN 👍 🔔 ZİL'E TIKLAYIP BİLDİRİMLERİ AÇABİLİRSİNİZ ◕‿◕  ➤Instagram: https://www.instagram.com/sasukeabig ➤Discord: https://discord.gg/narutosasuke ➤Tiktok: https://www.tiktok.com/@sasukeabig?lang=tr-TR  🎬 Oynatma Listeleri Vs Videoları 👉 https://www.youtube.com/playlist?list=PL8GanRkcX8C4RRNSmh438p1USQN7t4cwD Kutu Açılımları 👉 https://www.youtube.com/playlist?list=PL8GanRkcX8C7M-0bgB12k4a9V5YG34-a4 GamePlay 👉 https://www.youtube.com/playlist?list=PL8GanRkcX8C4VI_iHm47ds7sUhfbTo2WV   🎮 SASUKE & Youtuberlar  Barış G 👉 https://www.youtube.com/watch?v=dVRtuikOLOY&t=1271s Doch 👉https://youtu.be/8KcK5AqSO1Q?si=u_bISmOG-6CtPra_ Mezarcı 👉https://youtu.be/RsMBGDiV5Yg?si=PjOcp30NR74nO94k Egoist Pati 👉https://youtu.be/tAPxKpzbQGA?si=m3uwA-R8G6SzRrcu TATİ 👉 https://www.youtube.com/watch?v=524lgj8cO8I&t=1482s  Reklam ve işbirliği için iletişim 👉sasuke@lucky7agency.com.tr","pubg, pubg mobile, pubg mobile türkiye, sasuke, sasuke pubg, sasuke pubg mobile, pubg mobile sasuke, sasuke vs, sasuke kışkırtma, handcam, pubg mobile handcam, ipad pro, ipad pro handcam",2025-04-11 01:00
"BU ADAM %100 HİLE pt2","https://youtube.com/shorts/zitsA3wOZpQ",2981050,83170,576,"Buang","https://app.adjust.com/3eeo4kw_duijq0d?deep_link=igame1320%3A%2F%2F&campaign=NextStar_c7fccff05e381e69cfeea34fafa5ca31  #pubgmnextstarprogram  #pubgmobile  #pubgmobilec8s22   iş birliği ve reklam: buangpm2021@gmail.com  Destek olmak için bu kanala katılın: https://www.youtube.com/channel/UC6jh2bc9djKm22YHoGm5Qnw/join","pubg mobile, pubg, pubg mobile türkiye, shorts, shorts pubg, pubg shorts, pubg mobile shorts, buang, buang pubg, @buang",2025-03-06 01:07
"M4 Comparison | Delta Force Mobile vs Warzone Mobile vs CODM vs New State Mobile vs PUBG Mobile","https://youtube.com/shorts/bx5cuGKcRLM",2811443,107872,1421,"Perfect Gaming","","delta force, delta force mobile, delta force hawk ops mobile, delta force black hawk down, black hawk down, delta force mobile campaign, delta force mobile gameplay, delta force mobile vs pc, delta force vs call of duty, delta force mobile all weapons, delta force release date, delta force ps5, delta force xbox, call of duty, Garena delta force, pubg mobile, new state mobile, call of duty mobile, warzone mobile, free fire, Battle royale games, ببجي موبايل, ببجي, Codm, cod, bo6",2025-03-23 22:04
"New 3.8 😱 Are we Thinking the Same Thing? #pubg #pubgm #pubgmobile","https://youtube.com/shorts/Xk28Wxqo1m0",4509212,67804,319,"SENZ GAMİNG","PUBG mobile new update 3.8 3.9 4.0 4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 new bgmi gameplay   Enjoy watching 😍  Important note: This game is in beta and it is not yet clear whether it will come to the game.  Device - iPad Pro  Edit- LumaFusion  My name - Senz pubg YouTube channel - Senz gaming  Instagram - senz_pubg Handcam - iPhone 14 Pro   #pubgmnextstarprogram #pubgmobile #metroroyale #pubgmobilec8s23  #teampubgm  #senzgaming  #bgmi  #handcampubg   #senz #senzgmgfam  DOWNLOAD PUBG MOBILE : https://sg.creatorhub.pubgmobile.com/t/emSju4","PUBG MOBILE, PUBG, PUBGM, PUBG NEW, PUBG MOBILE GAMEPLAY, PUBG MOBILE FUNNY, PUBG MOBILE TREND, PUBG MOBILE BEST MOMENTS, PUBG MOBILE NEW UPDATE, PUBG MOBILE HANDCAM GAMEPLAY, PUBG MOBILE SOLO VS SQUAD, PUBG MOBILE NEW GAMEPLAY, PUBG MOBILE SENZ, SENZ PUBG, SENZ GAMING, PUBG SENZ, PUBG MOBILE IPAD, IPAD PRO PUBG, 90 FPS, 120 FPS, FUNNY, SOLO, SQUAD, BGMI, BGMI SOLO RANK, BGMI GAMEPLAY, BGMI FUNNY, BGMI HANDCAM, BEST PLAYER, BEST MONTAGE, Senz, Senz gaming, New world record",2025-04-17 18:50
"Di FF bisa ngeluarin percikan ga? PUBG vs FF #freefire #pubg","https://youtube.com/shorts/6agTRARzMYA",3399754,115304,278,"Fakizz_1807","","",2025-03-29 19:00
"Victor Must Have Been Very Scared 😳 #pubg #pubgm #pubgmobile","https://youtube.com/shorts/DNTIgluSRfQ",2530163,40683,286,"SENZ GAMİNG","Pubg mobile 3D animation new bgmi animation victor  Device - iPad Pro  Edit- LumaFusion  My name - Senz pubg YouTube channel - Senz gaming  Instagram - senz_pubg Handcam - iPhone 14 Pro   #pubgmnextstarprogram #pubgmobile #metroroyale #pubgmobilec7s21   #pubgmobilec8s22  #teampubgm  #senzgaming  #bgmi  #handcampubg   #senz #3d  #3danimation  DOWNLOAD PUBG MOBILE : https://sg.creatorhub.pubgmobile.com/t/emSju4","PUBG MOBILE, PUBG, PUBGM, PUBG NEW, PUBG MOBILE GAMEPLAY, PUBG MOBILE FUNNY, PUBG MOBILE TREND, PUBG MOBILE BEST MOMENTS, PUBG MOBILE NEW UPDATE, PUBG MOBILE HANDCAM GAMEPLAY, PUBG MOBILE SOLO VS SQUAD, PUBG MOBILE NEW GAMEPLAY, PUBG MOBILE SENZ, SENZ PUBG, SENZ GAMING, PUBG SENZ, PUBG MOBILE IPAD, IPAD PRO PUBG, 90 FPS, 120 FPS, FUNNY, SOLO, SQUAD, BGMI, BGMI SOLO RANK, BGMI GAMEPLAY, BGMI FUNNY, BGMI HANDCAM, BEST PLAYER, BEST MONTAGE, Senz, Senz gaming, New world record",2025-03-05 19:23
"Just Imagine 😅 Mythic Forge #pubgmobile #pubg #pubgm","https://youtube.com/shorts/BUQHRe3Q7E4",2790511,81101,1856,"FAIZY OP","#pubgmnextstarprogram #pubgmobile #metroroyale #pubgmobilec8s23  Download PUBG 👇 https://sg.creatorhub.pubgmobile.com/t/Sn89XX","",2025-04-15 20:30
"ransom 360 trickshot @ig-gojoplays #umg  #bgmi #pubg #nova  #shortsfeed #viralshort  #militarybase","https://youtube.com/shorts/46Bk8-Jw_oA",3658054,118745,936,"亗 GOJO GAMING 亗","Welcome to [GOJO GAMING]   💌Subscribe for More Gaming Action: GOJO GAMING     📌About This Video: In this [BGMI Gameplay / Game Analysis / Funny Moments] video, we dive deep into [briefly describe the theme or focus of the video]. Get ready for [exciting gameplay / expert strategies/ hilarious moments] that will keep you hooked from start to finish!  🔔 Turn on Notifications 🔔SO you never miss an update from Us !  😛 If you enjoyed this video, don't forget to give it a thumbs up and leave a comment below. We love hearing from you!  🛩 Share this video with your gaming squad and on social media to spread the excitement!   Instagram - https://www.instagram.com/gojoplay444?igsh=ZTNlMHZoa3o4N3g0     #BGMI #Gaming #bgmigameplay #viralgameplay   BGMI gameplay, PUBG Mobile gameplay, BattleGrounds Mobile India video, Mobile gaming, Gaming tips and tricks, Mobile game review, Online multiplayer game, Gameplay commentary, New game release, Game highlights             #bgmi #pubg #pubgmobile #bgmindia #pubgindia #pubgmemes #pubgmobileindia #battlegroundmobileindia #gaming #pubgfunny #pubgclips #pubgm #pubgvideos #battlegroundsmobileindia #pubgmoments #bgmimemes #memes #mortal #trending #pubglover #instagram #gamer #pubgfunnymoments #scout #bgmilovers #esports #pubgmobileindonesia #pubgmeme #epicpubgmemes #pubgmontage","",2025-04-29 14:06
"Little boy clutch 1v4 against pro squad #shorts #bgmi #pubg","https://youtube.com/shorts/fl0zGgNwllA",2914387,109557,245,"Rays Gaming ","Little boy clutch 1v4 against pro squad #shorts #bgmi #pubg","",2025-03-30 14:43
"Godzilla Selection Crate 😍 #pubg #pubgm #pubgmobile","https://youtube.com/shorts/5UNKcaafel4",1998216,47820,225,"FAIZY OP","#pubgmnextstarprogram #pubgmobile #pubgmobilec8s22  Download PUBG 👇 https://sg.creatorhub.pubgmobile.com/t/Sn89XX","",2025-03-05 18:29
"Fear Of Ultimate Royal💀 #shorts #pubg #bgmi","https://youtube.com/shorts/yye9M29v6mo",2225123,101665,1098,"RushGod PlayzZz ","Fear Of Ultimate Royal💀 #shorts #pubg #bgmi  #viralshots  #youtubeshorts #gamingshorts #jonathan #bgmishorts #bixiop #conqueror #clutch #pubgshorts #ultimateroyal #clutch","bgmi, shorts, youtubeshorts, pubg shorts, bgmi 3.7 update, bgmi shorts, 5 finger bgmi shorts, 5 finger bgmi clutches, pubg 5 finger handcam, iphone15 bgmi shorts, iphone15 pubg shorts, iphone 15 5finger bgmi, bgmi 3.7 update shorts, awesome solo, faithplayzzz",2025-03-16 21:01
"BİR TAKTİK DAHA TUTMADI 😔💚| PUBG Mobile","https://youtube.com/shorts/OTZRpk8da5I",3102981,55660,182,"Macaron PUBG","#pubgmnextstarprogram #pubgmobile #pubgmwow #pubgmobilec8s23 #metroroyale  https://sg.creatorhub.pubgmobile.com/t/TLrma8","pubg mobile, one man squad, noche pubg, kara noche, kutu açılımı, pubg mobile gameplay, gameplay, vural üzül, pubg, e-spor, pmgc, pmpl, erangel, rank, pubg mobile türkiye, pubgm, VURAL ÜZÜL, vural üzül vs noche, iddialı vs, pubg mobile handcam, pubg mobile sasuke, ipad pro handcam, pubgm gameplay, bgmi, bgmi gameplay, bgmi new update, bgmi update, pubg handcam, MACARON PUBG, macaron pm, macaron noche, nochenin sevgilisi, #pubgmnextstarprogram, #pubgmobile, #pubgmwow, #pubgmobilec7s21",2025-04-21 18:33
