Title,Link,Views,Likes,Comments,Channel Title,Description,Tags,Published
"Rank These 5 Fortnite Loadouts But You Can't Change","https://youtube.com/shorts/45RtpO3CRss",8004768,228739,581,"SypherPK","Rank These 5 Fortnite Loadouts But You Can't Change  #fortnite  #sypherpk #shorts","fortnite, fortnite battle royale, competitive, gaming, highlights, gameplay, fortnite highlights, fortnite tips, stream highlights, how to play, fortnite gameplay, sypher, new update, sypherpk, fortnite update, fortnite new patch, fortnite new item, everything epic didnt tell you, fortnite new update, fortnite leaks, fortnite event, mr beast fortnite, undercover, fashion show, Fortnite chapter 5, asianjeff",2024-10-29 04:00
"I Found the *RAREST* Mythic in Fortnite!","https://youtube.com/shorts/EAYfnuk2zGw",7727006,125152,2926,"Typical Gamer","Fortnite Chapter 5 Season 3 gameplay with Typical Gamer!  #Shorts #Fortnite #TypicalGamer #clips  #FortniteItems #Glitch  MY GAMES in FORTNITE! 🧱 Play SUPER BRICK RED vs BLUE ► 8665-0274-0812 🧸 Play TOY BED WARS ► 5471-4550-8290 📦 Play RANKED Box PVP  ► 5178-8855-9263 🔴 PLAY SUPER RED vs BLUE ► 2786-2114-8349 👆 Play Only Up Time Travel! ► 5264-1761-9807 🥜 PLAY FORT NUT NOW!! ► 8500-5091-3965 ❤️ Make sure to FAVORITE and LIKE the maps!  🔔 SUBSCRIBE for DAILY videos! 🔔  Gaming channel: https://www.youtube.com/channel/UCqVCSWnuOSPm26orvNDTuWQ Streaming channel: https://www.youtube.com/c/typicalgamer  Twitch: Twitch.tv/TypicalGamer Merch: https://typical.store Twitter: https://www.twitter.com/typicalgamer Instagram: https://www.instagram.com/typicalgameriok Discord: https://discord.gg/tgelite","",2024-07-11 02:47
"Fortnite Dances vs Real Life💞","https://youtube.com/shorts/S0KioKCXDl0",15424896,195063,487,"Momo Studios","For anyone who has a love for TikTok Dances and Fortnite - showcasing some of their iconic moments now in Fortnite as emotes. Which Dance and emotes do you like best?  #fortnite #chapter6season3 #fortnitenostalgia #cartoons #springonyoutube","Fortnite, Shorts, Fortnite Shorts, Fortnite Memes, Fortnitememes",2025-05-25 04:00
"Cette fille de 6 ans est meilleure que Toi 😭","https://youtube.com/shorts/b6iFCRMAz8I",6695145,252055,5281,"Unchained_Off","⏩Code de la MAP CARS MULTI MEGA RAMP 2657-3612-6027 ✅Code : unchained sur Fortnite !  🎁Abonne-toi à ma chaine Gaming ► https://bit.ly/Unchained_gaming  💖MON INSTA : https://www.instagram.com/unchained_off 🖤Mon Tik Tok : unchained_off 💙 Twitter : https://twitter.com/UnchainedYtb​​​​​​  Code MAP Pet Tycoon Simulator : 9447-9726-2272 Code MAP Only Up INFINI : 1468-0062-5889 Code MAP PARKOUR : 8440-0597-3368 Code MAP Interdite aux Garçons : 6794-2804-2802 Code MAP Football : 9850-2286-1041 ⚽ Code MAP BUILDFIGHT : 6288 0341 6030 🔥 Code MAP DON'T FALL : 5251-6671-7857  #unchained  #fortnite  #mrbeast  #epicpartner","unchained, unchained_off, unchained fortnite, fortnite, jeu vidéo, squeezie, velo, ski, unchained velo, gameplay, drole, fail, cheat, hack, gratuit, nouveau, short, unchained gaming, fortnite battle royale, fortnite maj, mise à jour, Retour au Chapitre 1, live, event, evenement, saison !, meil, chapitre 5, Cette fille de 6 ans est meilleure que Toi, Cette fille, 6 ans, fortnite enfant, fortnite enfant 6ans, fille de 6 ans, prodigy, ThePerkyBee, Fortnite Prodigy, fortnite clips, fortnite shorts",2024-09-14 01:30
"Instant Unreal Glitch 🤯","https://youtube.com/shorts/TPdOOwki_EM",7930255,128408,770,"EvanFinity","#fortnite","fortnite",2024-11-14 09:18
"The RAREST Item in Fortnite Reload!","https://youtube.com/shorts/LcXcSL84Hrc",6701964,269051,12102,"SypherPK","The RAREST Item in Fortnite Reload!  #fortnite  #sypherpk #shorts","fortnite, fortnite battle royale, competitive, gaming, highlights, gameplay, fortnite highlights, fortnite tips, stream highlights, how to play, fortnite gameplay, sypher, new update, sypherpk, fortnite update, fortnite new patch, fortnite new item, everything epic didnt tell you, fortnite new update, fortnite leaks, fortnite event, mr beast fortnite, undercover, fashion show, Fortnite chapter 5, asianjeff",2024-06-27 05:30
"Can You Complete the Fortnite Battle Pass in 1 Day?","https://youtube.com/shorts/jxpRbJMPOxY",6318469,269986,1143,"SypherPK","Can You Complete the Fortnite Battle Pass in 1 Day?  #fortnite  #sypherpk #shorts","fortnite, fortnite battle royale, competitive, gaming, highlights, gameplay, fortnite highlights, fortnite tips, stream highlights, how to play, fortnite gameplay, sypher, new update, sypherpk, fortnite update, fortnite new patch, fortnite new item, everything epic didnt tell you, fortnite new update, fortnite leaks, fortnite event, mr beast fortnite, undercover, fashion show, Fortnite chapter 5, asianjeff",2024-06-05 03:30
"Bro found the unlimited hp glitch 💀😭 #fortnite #fortniteshorts #gaming","https://youtube.com/shorts/vi0i8e9nR_U",13044050,171820,1518,"MangoLeaf","","",2025-05-14 21:01
"i killed mongraal when he was playing in the same room","https://youtube.com/shorts/FLk27Bx-7e4",7650572,141909,485,"MrSavage","Pro Practice: 8391-1517-1417 https://fortnite.gg/island?code=8391-1517-1417  RANKED 2V2: 5980-2061-4737 https://fortnite.gg/island?code=5980-2061-4737  SPEED 1V1:  9007-7204-6798 https://fortnite.gg/island?code=9007-7204-6798  CRAZY BOX PVP: 9466-7672-0077 https://fortnite.gg/island?code=9466-7672-0077  I am officially a Red Bull athlete! https://www.redbull.com/ _ Business inquiries: biz@mrsavage.gg","mr savage, mrsavage, mr savage m, fortnite, fortnite pro, mister savage, Fortnite",2024-07-26 00:00
"*NEW* Fortnite Icon Series Skin LEAK!","https://youtube.com/shorts/XV-Q3NjAJdE",6064172,197691,2298,"Syinite","Check out this epic Havoc Hotel 2 Island in @Fortnite #EpicPartner #FinditInFortnite #WhatToPlay  Become a channel member to get perks: Add on Fortnite, Be in YouTube videos, YouTube 1 on 1 coaching, and more! https://www.youtube.com/@Syinite/join  ❤️ Join our Discord: https://discord.gg/syinite 📩 Business Email: contact@syinite.com  📢 Discord: https://discord.gg/syinite 🐦 Twitter: https://www.twitter.com/syinite 📷 Instagram: https://www.instagram.com/syinite 📱 TikTok: https://www.tiktok.com/@syinite  ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬  #shorts #fortnite","fortnite, fortnite clip, fortnite meme, fortnite battle royale, fortnite update, fortnite event, fortnite funny, fortnite gameplay, new update, fortnite new chapter, fortnite new map, fortnite avatar battle pass, fortnite trailer, fortnite creative, fortnite uefn, fortnite item shop, fortnite skins, fortnite xp, fortnite marvel, Fortnite icon series skin, fortnite rubius, rubiu5 fortnite, new icon series skin, icon series skin emotes",2024-09-15 07:21
"Custom Super Items in Fortnite!","https://youtube.com/shorts/pVPh4iEl0BE",10000504,149841,464,"Milo","I added a NEW Custom SUPER ITEMS Weapons into Fortnite! and This Fortnite Map gives a lot of XP too! #fortnite #milo  🌟 Map Code: 4172-3942-3855","fortnite, milo, milo reacts fortnite, fortnite but everything is random, fortnite but you get super items, fortnite battle royale, fortnite but with custom items, fortnite but OP items, fortnite but SUPER ITEMS, fortnite but random, fortnite but random exotics, fortnite but lucky blocks, lucky blocks are random fortnite, super items, custom weapons in fortnite, custom items on fortnite, custom weapons in UEFN, trolling my friends with custom weapons in fortnite",2025-03-29 03:55
"Fortnite's Craziest Glitch!","https://youtube.com/shorts/I-5m3qksvYY",11554162,176873,608,"Stay","Fortnite's Craziest Glitch!  #fortnite #gaming #animation #minecraft #viralshort #viralshorts #viralvideo #viralvideos #viral #story","minecraft, shorts, fortnite, viral, story, gaming",2025-04-23 01:04
"Fortnite Kid Gets A New Keyboard…","https://youtube.com/shorts/gIaFI8NhEfY",6579631,214418,1117,"Xero","","",2024-06-13 03:47
"MESSI PLAYS FORTNITE","https://youtube.com/shorts/idzMztzDR9s",6014664,239287,637,"ohfraser","🍀 USE CODE “FRASER” IN THE ITEM SHOP 🍀 #ad 📲 business inquiries: ohfraserbusiness@gmail.com  🐦 twitter: https://twitter.com/ohfraser 👾 tiktok: https://www.tiktok.com/@ohfraser  IGNORE: fortnite cinematic montage, fortnite montage, fortnite intro, free fortnite intros, free fortnite cinematic intros, free fortnite montage, fortnite creative, fortnite build battle, fortnite montage, fortnite intro, fortnite gameplay, fn, fortnite cinematic montage, fortnite montage, fortnite intro, free fortnite intros, free fortnite cinematic intros, free fortnite montage, fortnite creative, fortnite build battle, fortnite montage, fortnite intro, fortnite gameplay, fortnite, fortnite montage against the current, fortnite montage legends never die, fortnite cinematic intros for free, free fortnite cinematic intro, free fortnite cinematic, free intro fortnite, free fortnite intro, fortnite intro free, fortnite cinematic montage, fortnite cinematic intro free, free fortnite intro no text, fortnite intro free, best fortnite montage love scars, fortnite montage trippie redd, fortnite montage love scars, fortnite montage love scars 3, after effects editing, how to edit a fortnite montage after effects, fortnite montage after effects, fortnite montage sony vegas, fortnite montage cinematics, fortnite cinematic montage tutorial, fortnite montage love scars 3, fortnite montage trippie redd love scars 3, fortnite cinematic montage love scars 3, fortnite edit, fortnite cinematic edit, fortnite edit 12th hour, best fortnite editors, best fortnite montage, best fortnite montage after effects, The best settings explained fortnite controller sensitivity pc, fortnite controller sensitivity settings, fortnite controller sensitivity xbox, fortnite controller sensitivity x and y, fortnite controller sensitivity ps4, fortnite controller sensitivity bug, best controller sensitivity fortnite, fortnite controller building sensitivity, fortnite best controller sensitivity xbox, lucid dreams, fortnite lucid dreams, ayo and teo, fortnite lucid dreams montage, fortnite controller low sensitivity, parallel machi, machi, voxbi, fortnite mobile controller sensitivity, rolex fortnite montage, controller targeting sensitivity fortnite meaning, psycadeli, parallel voxbi, last forever, last forever montage, team parallel, norcalrc, norcalrising, ncr, norcalgrind, fazeclan, faze5, official aggro, aggrorc, bhrc, fortnite streamers use, controller targeting sensitivity fortnite, the best controller sensitivity fortnite, fortnite update controller sensitivity, wireless controller sensitivity fortnite, how to join soar, soargaming, soar smacks, reckzo, what controller sensitivity fortnite, tojo, fortnite controller sensitivity xbox one, best fortnite controller sensitivity xbox, fortnite clan, fortnite clans recruiting, free agent fortnite, soma, free renegade raider, renegade raider, og account giveaway, my fortnite settings ps4, fortnite account giveaway, og fortnite account giveaway, free fortnite skins, ghost gaming, fortnite trickshot, top 100 no scope of all time, top 100 no scope, top 100 fortnite trickshots of all time, fortnite no scope, best fortnite trickshots that have ever been hit, best fortnite trickshots, crazy fortnite trickshots, insane fortnite no scope, no scope, trickshot, faze trickshots, fortnite best of, amazing trickshots, fortnite, fortnite highlight, top 50 fortnite trickshots, fortnite trickshot compilation, fortnite trickshots montage, fortnite sniper trickshots, fortnite, its a hard knock life, hard knock life, fortnite hard knock life, hard, knock, life, hard knock life fortnite, WFudge, hitmarker, hitmarker montage, road to a fortnite trickshot, fortnite trickshot montage, road to a trickshot, road to a fortnite trickshot, fortnite road to a trickshot, road to a trickshot fortnite, faze kaz, kaz, fortnite trickshot montage, how to easily hit trickshots in fortnite, WFudge, fortnite trickshotting discord, trickshot, how to build trickshot structures on fortnite, fortnite, how to trickshot in fortnite, fortnite trickshot structures, How to build trickshot structures, Team aspire, tutorial, fortnite trickshots, fortnite trickshot map, fortnite trickshot map codes, fortnite pink ghoul trooper, og fortnite skins, purple skull trooper, og skull trooper, og ghoul trooper, fortnite settings, Fortnite coco montage, coco, 24kGoldn coco, 24kgoldn, Fortnite montage, McCreamy, Mau, galaxy Ikonik, renegade raider, free pickaxe, catwoman pickaxe, cat axe, catwoman grapple, minecraft, minecraft shorts, minecraft video, minecraft meme, funny minecraft, lol minecraft, minecraft clip","",2024-12-18 03:00
"I got a Fortnite Skin From TEMU😂","https://youtube.com/shorts/y49FVi9Vl4A",11628623,189535,490,"Chica","I got a Fortnite Skin From TEMU😂  #Chica #Fortnite #shorts #gaming","chica, fortnite, fortnite funny, fortnite memes, fortnite tiktoks, fortnite gameplay, fortnite new, fortnite leaks, update fortnite, fortnite star wars, sypherpk, fortnite new update, fortnite leaked skins, fortnite season 3, fortnite update, fortnite season 3 new, update, battle pass, fortnite xp, star wars, typical gamer, tg plays, tg, tg icon skin, chapter 6 season 3, shorts, new update, icon skin, #shorts, #gaming, #fortnite, fortnite skin, fortnite item shop",2025-05-24 04:12
"Is The Godzilla Boss Reactive?","https://youtube.com/shorts/3rWk9VyETnA",5727715,146260,455,"Aid","Is The Godzilla Boss Reactive? #fortnite #fortniteog #chapter6     🫡CREATOR CODE: aid to support daily videos like this! #epicpartner   👉HAVE A GREAT DAY!  🎁DAILY 1K V-BUCKS GIVEAWAYS: https://discord.gg/aid","fortnite, fortniteemote, fortnite meme, fortnite battle royale, fortnite update, fortnite event, update, skins, battlepass skins, new map, fortnite funny, epic games, fortnite gameplay, new update, fortnite leaks, fortnite season, fortnite glitch, xp, battle pass, event, fortnite leak, tier 100, fortnite xp map, battle pass overview, season 5, old map, leak, fortnite og, og map, xp map, lego, season 4, fortnite marvel, absolute doom",2025-01-20 04:37
"They Sold So Hard💀 #shorts #fortnite","https://youtube.com/shorts/OHj3VqTQgPU",5887746,161084,472,"SonarFN","","",2024-09-25 08:47
"HACIENDO EL BAILE DE LA RATA EN FORTNITE!! #EpicPartner #Fortnite","https://youtube.com/shorts/eKaipHEj2Bg",10750162,127746,374,"Drakonite","#EpicPartner #Fortnite  🔥 código DRAKO33 en la tienda de fortnite!   👋 Ten un buen día!","",2025-05-15 10:07
"LAVA CHICKEN GIRL! 😂 (fortnite) @Wyful","https://youtube.com/shorts/SvPV-f1SCsM",13263295,120115,928,"Wyful Shorts","Subscribe right now!  #shorts #wyful #fortnite #fyp #explore","",2025-05-15 08:09
"Les Skins Fortnite en ULTRA Musclés","https://youtube.com/shorts/Syp8RzC7T6o",6220475,178982,2436,"Unchained_Off","✅Code : unchained sur Fortnite !  🎁Abonne-toi à ma chaine IRL ► https://bit.ly/Subscribe2Unchained  🟥Code MAP Lama Wars : 4660-4454-3176 (publicité) 🟨Code MAP Super Pit : 8068-9359-0183 (publicité) Code MAP SUPER MAMMOTH : 1699-5054-8430 Code MAP Red vs Blue : 8970-6014-8339 Code MAP Glass Bridge : 9919-5011-1252  💖MON INSTA : https://www.instagram.com/unchained_off 🔴MON TWITCH : https://www.twitch.tv/unchainedsurtwitch 🖤Mon Tik Tok : unchained_off 💙 Twitter : https://twitter.com/UnchainedYtb​​​​​​   Code MAP Pet Tycoon Simulator  2 : 2515-2128-3187 Code MAP CARS MEGA RAMP : 2657-3612-6027 Code MAP Pet Tycoon Simulator : 9447-9726-2272 Code MAP Only Up INFINI : 1468-0062-5889 Code MAP PARKOUR : 8440-0597-3368 Code MAP Interdite aux Garçons : 6794-2804-2802 Code MAP Football : 9850-2286-1041 ⚽ Code MAP BUILDFIGHT : 6288 0341 6030 🔥 Code MAP DON'T FALL : 5251-6671-7857  #unchained  #fortnite  #mrbeast  #epicpartner","unchained, unchained_off, unchained fortnite, fortnite, jeu vidéo, squeezie, velo, ski, unchained velo, gameplay, drole, fail, cheat, hack, gratuit, nouveau, short, unchained gaming, fortnite battle royale, fortnite maj, mise à jour, Retour au Chapitre 1, event, evenement, meil, fortnite skin, joueur Fortnite, OG, xp, unchained map, map fortnite, map, pit, the pit, unchained pit, ban, banni, XP, saison 2, passe de combat, 0 joueur, minecraft, Cette MAP ne Mérite pas d'avoir 0 Joueurs...",2025-03-03 01:30
"Fortnite x McDonald's Collab 🤯","https://youtube.com/shorts/4UYjTyVnNV8",5119614,116908,250,"Syinite","fortnite  Become a channel member to get perks: Add on Fortnite, Be in YouTube videos, YouTube 1 on 1 coaching, and more! https://www.youtube.com/@Syinite/join  ❤️ Join our Discord: https://discord.gg/syinite 📩 Business Email: contact@syinite.com  📢 Discord: https://discord.gg/syinite 🐦 Twitter: https://www.twitter.com/syinite 📷 Instagram: https://www.instagram.com/syinite 📱 TikTok: https://www.tiktok.com/@syinite  ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬  #shorts #fortnite","fortnite, fortnite meme, fortnite battle royale, fortnite update, fortnite event, fortnite funny, fortnite gameplay, new update, fortnite new chapter, fortnite new map, fortnite item shop, fortnite skins, fortnite xp, new items, fortnite creative, fortnite snipers, chapter 2 og fortnite, fortnite remix, fortnite juice wrld, how to get skin, fortnite chapter 6, fortnite winterfest, fortnite lawless, fortnite zero build, fortnite og mode",2025-03-04 06:50
"Wearing the Fortnite Crocs (Peely and Battle Bus)🚎","https://youtube.com/shorts/K-b0TiovM5Q",4776207,152972,250,"Steve Natto Sneaker Reviews","","",2024-11-12 12:44
"ULTRA DOOM vs Fortnite Bosses ⚡","https://youtube.com/shorts/W2GRZ6EWc6A",4606811,134979,354,"Spunky","ULTRA DOOM vs Fortnite Bosses ⚡  ► Connect with Me Here!  SUBSCRIBE HERE: https://www.youtube.com/@Spunkyy  Twitter: https://twitter.com/ItsSpunky_ My Discord Server! https://discord.gg/tnWMASV   Use Code ""Spunky"" in the Fortnite Item Shop to support me! #shorts #fortnite #fortniteseason4 #marvel","fortnite doom island, doom island, isle of doom, how to get the doom island, fortnite xp map, xp map code, fortnite dr doom, fortnite update, how to get the doom island every game, fortnite new update, dr doom island, fortnite dr doom vs bosses, fortnite doom medallion, how to get the doom medallion, fortnite emma frost, marvel fortnite, fortnite season 4, fortnite marvel season, fortnite dr doom challenges, fortnite doom challenges, spunky, spunky fortnite",2024-09-09 05:00
"SKINS de Fortnite MUSCULADAS! 😱 #fortnite #shorts #short #creative #fortniteclips","https://youtube.com/shorts/ZGwowPoh6W8",5971727,112658,594,"CREATIVE Shorts!","🔔 SUSCRÍBETE para videos DIARIOS 🔔 #Shorts #Creative ★ Código: NEWCREATIVE en la Tienda de Fortnite ★ 🔥 LOS MEJORES DIRECTOS Y VÍDEOS DE MI CANAL! 🔥  📩 Contacto ➡️ creativesergi.colab@gmail.com","fortnite skins, skins fortnite, creative shorts, shorts, creative juega, creative juega shorts, fortnite shorts, skins musculosas, skins de fortnite, fortnite muscolosos, musculos, musculos fortnite, fortnite temporada 2 capitulo 6, skins fortnite capitulo 6 temporada 2, temporada 2 de fortnite capítulo 6, capítulo 6 temporada 2",2025-03-11 23:00
"Do NOT Become Godzilla in Fortnite!","https://youtube.com/shorts/uJZC2wlEK-4",4532267,156669,1631,"SypherPK","Do NOT become Godzilla in Fortnite!  #fortnite  #sypherpk #shorts","fortnite, fortnite battle royale, competitive, gaming, highlights, gameplay, fortnite highlights, fortnite tips, stream highlights, how to play, fortnite gameplay, sypher, new update, sypherpk, fortnite update, fortnite new patch, fortnite new item, everything epic didnt tell you, fortnite new update, fortnite leaks, fortnite event, mr beast fortnite, undercover, fashion show, Fortnite chapter 5, asianjeff",2025-01-28 07:23
"My Teammate Thought He Was Smart 🤓 #fortnite #shorts","https://youtube.com/shorts/rDkj9AsXuQY",4392155,166484,388,"Opt","","",2024-11-24 09:07
"ME FUNARON POR HACER MAL A TUNG TUNG SAHUR!! #EpicPartner #Fortnite","https://youtube.com/shorts/FKls1Ev1KQs",8370696,122897,379,"Drakonite","#EpicPartner #Fortnite  🔥 código DRAKO33 en la tienda de fortnite!   👋 Ten un buen día!","",2025-05-17 09:39
"HACIENDO A GARAMARARAMARARAMAN EN FORTNITE!! #EpicPartner #Fortnite","https://youtube.com/shorts/rvAqoD5u4M8",8695004,119188,644,"Drakonite","#EpicPartner #Fortnite  🔥 código DRAKO33 en la tienda de fortnite!   👋 Ten un buen día!","",2025-05-23 05:03
