Title,Views,Published,Link
"【APEX】 敵を激ローにしたのにあまりにも理不尽過ぎるカウンターを喰らうｗｗｗ#apex #apexlegends #fyp #おすすめ #tiktok #ゲーム #shorts",635800,2025-05-13 17:50,"https://youtube.com/shorts/UjSBcRdE60A"
"新レジェンドスパローの詳細やアリーナ復活が新トレーラーで判明したので解説 | apexlegends #apex #shorts",685352,2025-05-02 07:00,"https://youtube.com/shorts/Dbs2uZuxUIg"
"スパローのスティンガーボルトの対策･対処法を解説 | apexlegends #apex #shorts",664268,2025-05-20 11:00,"https://youtube.com/shorts/2i8HHp_8B8w"
"【Apex Legends】　人を馬鹿にしてる遊び方　 #shorts",500667,2025-05-06 18:00,"https://youtube.com/shorts/jdDRUT5UkF0"
"２年越しの最速グラップル!!!【APEX LEGENDS】 #apex  #apexlegends #エーペックスレジェンズ",679021,2025-05-11 17:30,"https://youtube.com/shorts/ReUoEaj82mE"
"Wattson and alter duo is so free  #apexlegends #apexcontroller #apex #apexlegendsclips #apexmobile",610068,2025-05-19 23:00,"https://youtube.com/shorts/OgpTQGWs09E"
"【APEX】 プレデター世界１位パーティーの雰囲気がほのぼの過ぎると海外で話題にｗｗｗ#apex #apexlegends #fyp #おすすめ #tiktok #ゲーム #shorts",648284,2025-05-24 17:50,"https://youtube.com/shorts/ohG6JNbLmSc"
"APEXの新キャラがぶっ壊れすぎるんだけど…#shorts #eapartner",646032,2025-05-07 01:27,"https://youtube.com/shorts/UjEDwJDwXlc"
"連勝をかけたガチ戦闘【APEX LEGENDS】 #apex  #apexlegends #エーペックス",573090,2025-05-13 17:00,"https://youtube.com/shorts/5qHbvj_ACCU"
"You Can Now Buy ANY Apex Skin You Want 😲",622406,2025-05-07 03:35,"https://youtube.com/shorts/z2KU2ijtoEI"
"Do You Have This Pay To Win Apex Skin?",582784,2025-05-19 20:01,"https://youtube.com/shorts/wDuqDt58Op0"
"たった一人モザンブラムで何とかした神試合ｗｗｗｗｗｗ [APEX] #shorts",485989,2025-04-28 18:00,"https://youtube.com/shorts/hRxxSqzGpwg"
"ボセックハボック強化 バランス調整アップデートを解説 | apexlegends #apex #shorts",515952,2025-05-14 12:04,"https://youtube.com/shorts/JDX3MwEb9c4"
"SPARROW HEIRLOOM IN APEX ALREADY 😲",518585,2025-05-09 08:00,"https://youtube.com/shorts/knx_l5h80Tc"
"Made Loves The New Season 25 BOW #apexlegends",636070,2025-05-08 23:00,"https://youtube.com/shorts/HsfCkBLFsLc"
"Apex Legends Fun Fact",598662,2025-05-09 20:01,"https://youtube.com/shorts/o6F_7_tz70Y"
