Title,Views,Published,Link
"プレデターのグラップル集パスファインダー使い方【APEX LEGENDS】 #apex #shorts #エーペックス",1056587,2024-07-28 16:00,"https://youtube.com/shorts/qetZAPtKqMY"
"【Apex Legends】　上手さよりもきもさを大事に　 #shorts",2149233,2025-04-24 17:30,"https://youtube.com/shorts/fVlJFv91qQY"
"Faide Juking Everyone With New Wraith Buff #apexlegends",1516675,2025-03-27 05:00,"https://youtube.com/shorts/9isVZU9mfm0"
"AIにコーチングしてもらったら【APEX】 #apex #apexlegends #シア #ゲーム実況",993764,2024-08-02 18:30,"https://youtube.com/shorts/BXpcGUKM6fE"
"3年前のスピットファイアが強すぎるww【Apex Legends】Apexあるある #Shorts",1121090,2025-03-17 17:29,"https://youtube.com/shorts/FWiurevI0iQ"
"キャラコンが3倍やりやすくなる裏技【Apex Legends】豆知識，設定 #Shorts",1033237,2024-12-09 17:17,"https://youtube.com/shorts/fmjvClE7_Qg"
"Sparrow is the best movement legend #apexlegends #apex #apexlegendsclips #apexmovement",1746517,2025-05-09 10:37,"https://youtube.com/shorts/jhmsjGHtXFw"
"Calificando a OCTANE de Apex Legends #Xamael",896997,2024-09-21 05:40,"https://youtube.com/shorts/lWoXXFn4cO0"
"全員スキャンはえぐすぎるｗｗｗ【APEX LEGENDS】 #apex #apexlegends #エーペックス",1830073,2025-05-10 12:01,"https://youtube.com/shorts/wsmYG4x4kSg"
"9万円のPCでAPEX LEGENDSは出来るのか?? #shorts #mdlmake #apexlegends",952408,2025-01-03 20:04,"https://youtube.com/shorts/wVeLTxA-1vc"
"KNOW THESE Things In Apex Legends?!",862635,2024-07-12 02:00,"https://youtube.com/shorts/UtLXdZcbbno"
"SPARROW MOVEMENT IS CRAZY 😲",1583801,2025-05-07 20:54,"https://youtube.com/shorts/xvZP2hpugiU"
"ピック率0%を達成したキャラ３選【APEX LEGENDS】#shorts",895304,2024-11-15 19:00,"https://youtube.com/shorts/0650INnOXnM"
"【APEX】リコイル技術がもはやバグレベル？！疑惑のクリップが海外で大荒れしてしまう#apex #apexlegends #fyp #おすすめ #tiktok #ゲーム #shorts",947518,2024-08-17 17:50,"https://youtube.com/shorts/442ld8jO-Vc"
"Mande Finds a New Broken Nade Spot #apexlegends",1575231,2025-04-10 03:00,"https://youtube.com/shorts/CBNWLqyHLP8"
"さすがにみんな持ってないバッジ３選【APEX LEGENDS】#shorts",812114,2024-07-08 19:00,"https://youtube.com/shorts/r8C6gW8GyIQ"
"Taxi2g Teaches PRO's New Alter TP Spot #apexlegends",1575363,2025-05-04 19:23,"https://youtube.com/shorts/d2EU_21Xkn8"
"FREE Heirloom Shards!!",801375,2025-03-06 02:11,"https://youtube.com/shorts/-LRRI6B2mK0"
"Did You Know This Apex Titanfall Easter Egg?",1397874,2025-05-23 20:04,"https://youtube.com/shorts/-Bz1BsVzJQ8"
"新ボセックボウの豆知識を解説 | apexlegends #apex #shorts",1397950,2025-05-13 07:00,"https://youtube.com/shorts/WO35rGsc4Ko"
"実はダメージが入る行動5選を解説 | apexlegends #apex #shorts",1343380,2025-04-19 07:00,"https://youtube.com/shorts/djQS2mOaEF4"
"MUST KNOW BOT to PRO Tips For Apex Legends!",620480,2024-09-05 22:00,"https://youtube.com/shorts/a1CQ2s5un3s"
